name,filtered_genre,gender,race,api,black,hispanic,white,populairty
John Newman,Pop,male,white,0.002490714,0.17270947,0.008678933,0.8161209,70
John Petrucci,Metal,male,white,0.003005932,0.002715101,0.012505082,0.9817739,45.5
John Philip Sousa,Classical,male,white,0.004028893,0.06590641,0.026515467,0.90354925,9.777777778
John Prine,Country,male,white,0.005887108,0.11849621,0.014989703,0.860627,35.54368932
John Renbourn,Rock,male,white,0.002465947,0.041712213,0.020842249,0.9349796,27.25
John Scofield,Jazz,male,white,0.002431877,0.15825345,0.015625056,0.8236897,42.75
John Tomlinson,Classical,male,white,0.002982481,0.016948078,0.011123083,0.9689464,22
Johnning,EDM,unknown,white,0.011249836,0.12629619,0.015965,0.84648895,63.5
Johnny Ace,R&B,male,white,0.003248382,0.08614181,0.020970894,0.8896389,37.5
Johnny Bond,Country,male,white,0.002053212,0.1174318,0.01701149,0.8635036,32.33333333
Johnny Cash,Country,male,white,0.02442202,0.10052251,0.027381878,0.84767354,26.61413043
Johnny Clegg,Pop,male,white,0.002289564,0.054711964,0.014715374,0.92828304,43.25
Johnny Dodds,Jazz,male,white,0.001555866,0.18864518,0.017258901,0.79254,12
Johnny Griffin,Jazz,male,white,0.00251613,0.27594405,0.016797854,0.70474195,9.8125
Johnny Hartman,Jazz,male,white,0.004360483,0.011522213,0.016391374,0.9677259,18.51724138
Johnny Hodges,Jazz,male,white,0.006581943,0.14079383,0.017077621,0.8355466,12.09459459
Johnny Maestro,Pop,male,white,0.004071865,0.013001506,0.017697224,0.9652294,37.4
Johnny Mathis,Jazz,male,white,0.002161314,0.11389558,0.010847042,0.87309605,20.20903955
Johnny Mercer,Jazz,male,white,0.00251536,0.014617463,0.019097155,0.96377003,22.875
Johnny Orlando,Pop,male,white,0.013005869,0.020847775,0.04609976,0.9200466,69
Johnny Otis,Jazz,male,white,0.00415861,0.051517237,0.016551709,0.92777246,34.6
Johnny P,Country,male,white,0.005073302,0.1860102,0.02388961,0.78502685,46.25
Johnny Pacheco,Jazz,male,white,0.012044515,0.004314247,0.17899437,0.8046469,30.56410256
Johnny Paycheck,Country,male,white,0.001318548,0.006226457,0.007652668,0.9848023,31.94202899
Johnny Prez,Hip-hop,male,hispanic,0.03718256,0.041356854,0.5171071,0.40435347,57
Johnny Smith,Jazz,male,white,0.002030199,0.119760536,0.014378167,0.86383104,16.5
Johnny Ventura,Pop,male,white,0.016900577,0.002931358,0.022100614,0.9580675,35.66666667
Johnny Winter,Country,male,white,0.003956946,0.05173187,0.01869281,0.92561835,31.92682927
Joji,Pop,male,api,0.6248495,0.046839807,0.13083218,0.19747846,68.8125
Jojo,EDM,unknown,hispanic,0.052469116,0.13348623,0.558421,0.25562364,62
Jon B.,EDM,male,white,0.1700708,0.12275322,0.07529322,0.63188267,46.90909091
Jon Bellion,Pop,male,white,0.002247793,0.21647356,0.013678805,0.7675998,55.28571429
Jon Christensen,Jazz,male,white,0.003540864,0.002481883,0.017917512,0.97605973,45.5
Jon D,Country,male,white,0.1786379,0.16171123,0.07916707,0.58048373,64
Jon Hopkins,EDM,male,white,0.004087542,0.1623239,0.010540774,0.82304776,54
Jon Nakamatsu,Classical,male,api,0.9321017,0.004688811,0.003203791,0.060005642,39
Jon Pardi,Country,male,white,0.04277937,0.007810929,0.053643044,0.8957666,61.1
Jon Secada,Rock,male,hispanic,0.025577137,0.010700296,0.6815248,0.28219777,50.92307692
Jon Z,Rap,male,white,0.1786379,0.16171123,0.07916707,0.58048373,72.66666667
Jonas Blue,EDM,male,white,0.005737824,0.11420469,0.025790777,0.8542667,73.3
Jonas Brothers,EDM,male,white,0.002785981,0.07784295,0.018037735,0.9013333,58.27058824
Jonathan Butler,Jazz,male,white,0.005386483,0.07780568,0.020425225,0.8963826,30.28571429
Jonathan Davis,Metal,male,white,0.00188773,0.30941662,0.010085396,0.67861027,45
Jonathan Richman,EDM,male,white,0.005663295,0.014718869,0.021052763,0.95856506,34.81818182
Joni Mitchell,Pop,female,white,0.003074594,0.3093011,0.018424565,0.6691997,36.51304348
Jonn Hart,Pop,male,white,0.003994993,0.1055866,0.02940392,0.86101454,49
Jordan Davis,Country,male,white,0.002086682,0.38029814,0.008311742,0.6093035,66.88235294
Jordan Fisher,Pop,male,white,0.003086276,0.1532006,0.015292087,0.82842106,57.33333333
Jordan Rakei,Indie,male,white,0.045066528,0.36545676,0.029017936,0.56045884,59.66666667
Jordan Rudess,Metal,male,white,0.00191102,0.053558573,0.012684642,0.9318458,45.5
Jordin Sparks,EDM,unknown,white,0.003416791,0.34453723,0.014305192,0.6377408,56.73333333
Jorge Bolet,Classical,male,white,0.005880481,0.044083826,0.024963982,0.9250718,38.33333333
Jorge Drexler,Rock,male,white,0.003759784,0.005056369,0.014944896,0.9762389,60
Jorja Smith,Pop,unknown,white,0.002014367,0.17038351,0.014920366,0.81268173,68.27272727
Jory Boy,Hip-hop,male,white,0.007021966,0.31302127,0.026426222,0.6535306,62
Jose Mari Chan,Rock,male,api,0.9400193,0.006053027,0.01320217,0.040725645,43.5
Jose Perera,Classical,male,hispanic,0.038536843,0.001965639,0.79371935,0.16577812,3
Jose Rodriguez,Pop,male,hispanic,0.00604914,0.004657384,0.94745785,0.04183572,29
Josef Greindl,Classical,male,white,0.002657795,0.00465113,0.017127296,0.9755638,2.1
Josef Metternich,Classical,male,white,0.002161366,0.00343703,0.020602781,0.9737988,0
Josef Mysliveček,Classical,male,white,0.00557878,0.003742962,0.025793163,0.9648851,43
Josef Salvat,Pop,male,white,0.10715852,0.14215958,0.028686764,0.7219951,56
Joseph Szigeti,Classical,male,white,0.007430309,0.00235166,0.022349479,0.96786857,0.166666667
Josey Wales,EDM,unknown,white,0.007985737,0.36132815,0.013801698,0.61688435,38
Josh A,Pop,male,white,0.019538857,0.30940875,0.03918181,0.6318706,64.4
Josh Abbott Band,Country,male,white,0.002325369,0.057960384,0.017651843,0.92206234,51.44444444
Josh Groban,Pop,male,white,0.004625018,0.006526696,0.10922401,0.87962425,47.25
Josh Richards,Pop,male,white,0.002491153,0.18639012,0.019510774,0.791608,70
Josh Turner,Country,male,white,0.003520062,0.19320372,0.015675958,0.7876003,55.76
Josh White,Pop,male,white,0.002211429,0.2455734,0.01132638,0.7408888,0.529411765
Joshua Bassett,Pop,male,white,0.026807493,0.075063504,0.02842647,0.8697025,66
Joshua Bell,Pop,male,white,0.020518659,0.17817658,0.067774326,0.73353046,31.16666667
Josie Dunne,Indie,female,white,0.003077997,0.15150155,0.019306365,0.8261141,60
Jossie Esteban,Pop,male,white,0.0312781,0.03594208,0.070185415,0.86259437,46.4
José Carreras,Pop,male,hispanic,0.006503562,0.000533139,0.9617905,0.031172816,17.2
José Feliciano,Pop,male,hispanic,0.047060013,0.00260948,0.7808627,0.16946782,33.51219512
José González,Indie,male,hispanic,0.003665579,0.00433801,0.9390972,0.05289918,54.77777778
José Luis Perales,Pop,male,hispanic,0.073998265,0.003158093,0.8626079,0.060235705,46.10810811
José Luis Rodríguez,Pop,male,hispanic,0.003705255,0.004402668,0.939406,0.052486073,51.33333333
José Maria Napoleón,Pop,male,white,0.004162425,0.017765312,0.020837793,0.9572345,47.36363636
José van Dam,Classical,male,white,0.091493495,0.11821084,0.031546168,0.75874954,37
Jowell,Hip-hop,unknown,white,0.003896492,0.16411363,0.017681679,0.81430817,52
Jowell & Randy,Hip-hop,male,white,0.021608848,0.07630678,0.016763678,0.88532066,53.45454545
Joy Williams,Indie,female,black,0.001735745,0.514672,0.022898285,0.460694,61.5
Joya Landis,Rock,unknown,white,0.00511161,0.034831896,0.0191179,0.9409386,28.33333333
Joyce,Indie,female,white,0.00170293,0.045811772,0.011154491,0.9413308,33
Joyner Lucas,Hip-hop,male,hispanic,0.045635793,0.013863316,0.7919393,0.14856151,66.47826087
Joywave,Indie,unknown,white,0.023697134,0.2406288,0.04264745,0.69302666,57.75
João Donato,Jazz,male,white,0.018149706,0.011887534,0.18688019,0.7830826,27.14285714
João Gilberto,Jazz,male,white,0.004985237,0.004556784,0.018841801,0.9716162,38.74137931
Juan Gabriel,Pop,male,api,0.52857685,0.012472944,0.17259382,0.28635642,44.7611336
Juan Gotti,Hip-hop,male,white,0.076474905,0.009046583,0.049816787,0.8646617,42.4
Juan Luis Guerra 4.40,Pop,male,white,0.23864393,0.09125049,0.18491364,0.48519197,55.84615385
Juan Magán,EDM,male,white,0.40031525,0.071302794,0.061576094,0.46680576,57.41666667
Juan Pons,Classical,male,white,0.042395603,0.056825045,0.022179974,0.87859935,0
Juanes,Pop,unknown,hispanic,0.020847995,0.032271236,0.58342695,0.36345384,43.42857143
Jubël,Pop,unknown,white,0.035514448,0.023541484,0.035940688,0.9050033,75
Judah,Indie,male,white,0.054085977,0.20654733,0.011405498,0.72796124,67
Judy Collins,Oldies,female,white,0.002488715,0.21608834,0.014728534,0.76669437,27.1509434
Judy Garland,Jazz,female,white,0.003837806,0.0886951,0.013752476,0.8937146,15.1981982
Juelz Santana,Hip-hop,female,white,0.048071444,0.009426873,0.115258254,0.8272434,50.11538462
Juhn,Rap,unknown,white,0.001226037,0.009364579,0.007490356,0.98191905,71.33333333
Juice Newton,Country,male,black,0.001408027,0.5297038,0.012243713,0.45664448,39.75
Juice WRLD,Rap,unknown,white,0.001897445,0.16412398,0.019029763,0.8149488,72.69230769
Juicy J,Hip-hop,unknown,white,0.006258825,0.13484792,0.018572861,0.8403204,57.625
Juilliard String Quartet,Classical,unknown,white,0.011049553,0.07657383,0.026930043,0.8854466,1.955223881
Jules Massenet,Classical,male,white,0.008832255,0.021218449,0.029825108,0.9401242,9
Julia Michaels,EDM,female,white,0.011961293,0.03564157,0.018176403,0.93422073,69.75609756
Julia Sheer,Pop,female,white,0.015547563,0.07778859,0.019738754,0.88692504,64
Julian Bream,Classical,male,white,0.003908206,0.095796265,0.007633667,0.89266187,17.33333333
Julian Casablancas,Indie,male,hispanic,0.043871276,0.002113709,0.87128717,0.0827279,56.75
Julian Dash,Jazz,male,white,0.04663972,0.08328166,0.023995321,0.8460833,47
Julian Lloyd Webber,Classical,male,white,0.009451102,0.004710905,0.02316972,0.9626683,38
Juliander,Pop,unknown,white,0.004734838,0.08073961,0.020592833,0.8939327,71
Julie Bergan,Pop,female,white,0.003640914,0.011071451,0.00902114,0.9762665,70
Julie Sue,Pop,female,white,0.006095036,0.10513447,0.019062487,0.86970794,41.8
Julien,Indie,male,white,0.001924919,0.11308028,0.016867926,0.8681269,0
Julieta Venegas,Pop,female,hispanic,0.019811435,0.002597125,0.9201258,0.05746574,62.94117647
Julio Iglesias,Pop,male,white,0.011186918,0.05270986,0.01693258,0.9191707,39.46478873
Julio Martinez Oyanguren,Classical,male,white,0.3937058,0.005819762,0.15975285,0.44072163,0.142857143
Julius Baker,Classical,male,white,0.005122645,0.019103516,0.012099421,0.96367437,0
Julius Patzak,Classical,male,white,0.000666133,0.002368255,0.02418756,0.9727781,0.027027027
Jully Black,Pop,unknown,white,0.003448894,0.067123085,0.011646913,0.91778105,46
June Christy,Jazz,female,white,0.007403463,0.03904716,0.014355616,0.9391937,11.36363636
Jung In,Pop,androgynous,api,0.6267332,0.018559964,0.069990024,0.28471684,52
Junior M.A.F.I.A.,Hip-hop,unknown,api,0.5609719,0.0711029,0.06896558,0.29895955,53.25
Junior Reid,EDM,male,white,0.003740604,0.4286029,0.024171533,0.5434849,50
Jurassic 5,Hip-hop,unknown,white,0.006624693,0.014500521,0.015697736,0.96317697,46.14285714
Jussi Björling,Classical,male,white,0.005702139,0.00119469,0.008070368,0.9850328,1.333333333
Just A Gent,EDM,male,white,0.004254575,0.0453779,0.021619987,0.9287475,54
Justice,Pop,androgynous,white,0.003474483,0.03432959,0.014003567,0.9481923,53.23529412
Justin Bieber,Pop,male,white,0.002246643,0.005521756,0.01254305,0.9796886,65.3006135
Justin Caruso,EDM,male,white,0.021981394,0.015745195,0.10475169,0.85752165,64
Justin Jesso,Indie,male,white,0.0107433,0.010179858,0.017448591,0.9616282,72
Justin Moore,Country,male,white,0.004702019,0.06510091,0.019349376,0.9108477,53.29166667
Justin Stone,Hip-hop,male,white,0.003151099,0.035060316,0.019163605,0.9426249,64.33333333
Justin Timberlake,EDM,male,white,0.004141875,0.07317558,0.010732796,0.91194975,57.86086957
Justin Tubb,Country,male,white,0.01191882,0.020450993,0.010505285,0.9571249,37
Justin Vernon,Indie,male,white,0.00446218,0.07651254,0.016429642,0.9025956,45
Justine Skye,Indie,female,white,0.004094243,0.024007354,0.010654962,0.96124345,55.75
Jutta Hipp,Jazz,female,white,0.001362536,0.013309855,0.013243198,0.9720844,12.27777778
Juvenile,Hip-hop,unknown,white,0.004583483,0.013279143,0.02179525,0.96034217,42.18421053
Jyoti,Pop,female,white,0.05346877,0.035222214,0.260908,0.650401,0
János Starker,Classical,male,white,0.005638527,0.014410866,0.014993036,0.9649576,0.111111111
K CAMP,Hip-hop,unknown,white,0.004464052,0.16136228,0.04803164,0.78614205,58.4
K-391,EDM,unknown,api,0.562272,0.073607,0.07148705,0.29263395,74.66666667
K-Ci,EDM,unknown,white,0.020977624,0.21079588,0.02840681,0.73981965,45
K-Ci & JoJo,EDM,unknown,hispanic,0.0712068,0.025417106,0.7646766,0.13869955,47.36363636
K-Dee,Pop,unknown,white,0.0717222,0.09242061,0.009967538,0.82588965,36
K-Rino,Rap,unknown,hispanic,0.008358551,0.002829751,0.89290416,0.09590757,44
K. J. Yesudas,Pop,unknown,white,0.058896225,0.06815022,0.29919702,0.5737566,23.25
K. S. Chithra,Pop,unknown,api,0.53055346,0.010034192,0.053612325,0.4058,44
K.Flay,Indie,unknown,white,0.011213175,0.09790584,0.016583068,0.8742979,57.38461538
K.T. Oslin,Country,unknown,white,0.006768628,0.04908068,0.039377216,0.9047735,32.77777778
K/DA,Pop,unknown,api,0.72990304,0.0764351,0.011396358,0.18226549,74
KAYTRANADA,Hip-hop,unknown,white,0.057639647,0.008938908,0.04956715,0.88385427,63.875
KB,Hip-hop,unknown,api,0.562272,0.073607,0.07148705,0.29263395,53.46153846
KC,Rock,unknown,api,0.562272,0.073607,0.07148705,0.29263395,62
KEY!,Pop,unknown,white,0.006119983,0.18877545,0.018532904,0.7865716,57
KHEA,Hip-hop,unknown,white,0.37786227,0.16192633,0.033079047,0.4271323,75.5
KIDS SEE GHOSTS,Hip-hop,unknown,white,0.002901798,0.037012517,0.012952798,0.9471329,65.8
KINGMOSTWANTED,Rap,unknown,white,0.024725068,0.016296336,0.09898522,0.8599934,66.66666667
KK,Hip-hop,unknown,api,0.562272,0.073607,0.07148705,0.29263395,52.33333333
KOLE,Pop,unknown,white,0.003217117,0.011964935,0.009900916,0.974917,62
KOPPS,Indie,unknown,white,0.003130168,0.004968961,0.008577491,0.9833234,56
KORNDAWG,Rap,unknown,white,0.051984854,0.09536855,0.022750773,0.82989585,64
KRS-One,Hip-hop,unknown,white,0.009517174,0.002738353,0.010091613,0.9776529,47.36842105
KSHMR,EDM,unknown,api,0.61421496,0.023948897,0.009447941,0.35238808,63
KXNG Crooked,Hip-hop,unknown,white,0.015493057,0.118538365,0.02299994,0.8429686,66
KYLE,Pop,unknown,white,0.002546295,0.17051484,0.016921038,0.8100178,64.58823529
Kaash Paige,Pop,androgynous,white,0.036517162,0.014949644,0.01431626,0.934217,75.66666667
Kacey Musgraves,Country,female,white,0.015224999,0.002151713,0.023473598,0.95914966,58.25714286
Kacy Hill,Indie,female,white,0.005312275,0.003855802,0.01105539,0.97977656,75
Kadhja Bonet,Indie,unknown,white,0.02511807,0.00207588,0.017577711,0.9552283,69
Kah-Lo,Pop,unknown,api,0.53003615,0.1019429,0.029073535,0.33894733,67
Kai Winding,Jazz,male,white,0.014358446,0.017038828,0.014058515,0.9545442,9.571428571
Kailash Kher,Hip-hop,female,api,0.84329987,0.006594035,0.007103345,0.14300276,57
Kali Uchis,Pop,female,white,0.006178589,0.006061113,0.007017201,0.98074317,63.42857143
Kamaiyah,Rap,unknown,api,0.55130863,0.116529,0.010228886,0.32193348,64.66666667
Kamiyada+,Hip-hop,unknown,white,0.44002122,0.020623516,0.010313184,0.5290421,56
Kane & Abel,Rap,male,white,0.071023576,0.023539715,0.05489465,0.85054207,32
Kane Brown,Country,male,white,0.003730061,0.038763393,0.014617311,0.9428892,65.53333333
Kano,Hip-hop,unknown,white,0.22674668,0.007783337,0.009982277,0.75548774,30.86666667
Kantina 27,Rock,unknown,white,0.059838686,0.007694813,0.01167685,0.9207896,0
Kany Garcia,Pop,unknown,white,0.033064578,0.005975349,0.12395524,0.83700484,59.6
Kanye West,Hip-hop,unknown,white,0.035018593,0.004677086,0.02124787,0.93905646,58.13296399
Kap G,Hip-hop,androgynous,white,0.19925395,0.010290083,0.022569504,0.7678865,55
Kardinal Offishall,Pop,unknown,white,0.005946531,0.024037054,0.007889737,0.9621266,64
Karen Mok,Pop,female,white,0.004806487,0.001195625,0.011071357,0.9829266,51.14285714
Karita Mattila,Classical,female,white,0.013738873,0.003358439,0.016994027,0.9659087,6
Karl Böhm,Classical,male,white,0.03833007,0.004300154,0.014916505,0.94245327,2.480620155
Karl Kaiser,Classical,male,white,0.014676745,0.002471259,0.013695112,0.96915686,48
Karl Richter,Classical,male,white,0.003804027,0.007267313,0.017251888,0.97167677,15.14285714
Karla Bonoff,Oldies,female,white,0.00391735,0.00475823,0.007324949,0.98399943,33.66666667
Karlheinz Zoeller,Classical,male,white,0.003998556,0.001362174,0.014593931,0.9800454,50
Karol Szymanowski,Classical,male,white,0.001340316,0.000559833,0.014079427,0.9840205,19
Karthik,Hip-hop,male,white,0.03797616,0.002083433,0.008227431,0.951713,30
Kasbo,EDM,unknown,white,0.013245643,0.005525678,0.00971331,0.9715154,60.5
Kash Doll,Hip-hop,unknown,white,0.003053685,0.007326074,0.006744782,0.98287547,65
Kasino,Rap,unknown,white,0.014933814,0.005728121,0.010990898,0.96834725,40
Kaskade,EDM,unknown,white,0.005683859,0.01041646,0.013898716,0.9700009,51.33333333
Kat Deluna,EDM,female,white,0.13433975,0.008920066,0.046986204,0.80975395,54.33333333
Katharine McPhee,EDM,female,white,0.009424006,0.07531032,0.010675478,0.90459025,48.8
Katherine Jenkins,Pop,female,white,0.008611521,0.14244494,0.012427949,0.83651555,53
Kathleen Battle,Classical,female,white,0.016764665,0.19790089,0.020899374,0.7644351,0
Kathleen Ferrier,Classical,female,white,0.003404229,0.049156047,0.021803427,0.92563635,8.333333333
Kathryn Stott,Classical,female,white,0.003322285,0.027206732,0.013147023,0.956324,55.5
Kathy Mattea,Country,female,white,0.004330386,0.11446593,0.007780759,0.8734229,35.76923077
Katia Labèque,Classical,female,white,0.021197047,0.017587543,0.022895671,0.9383197,46
Katie Noel,Country,female,white,0.013571956,0.006201396,0.026932897,0.9532937,62
Katy Perry,EDM,female,white,0.006331421,0.03379438,0.012331357,0.94754285,62.09009009
Kausion,Rap,unknown,white,0.022897756,0.00490389,0.009199351,0.962999,37.42857143
Kavinsky,EDM,unknown,white,0.000781752,0.000620814,0.005076892,0.99352056,59.8
Kavita Krishnamurthy,Pop,female,api,0.69875777,0.015974335,0.007923908,0.277344,26.42857143
Kay Starr,Jazz,male,white,0.001838787,0.003124255,0.006573368,0.9884636,24.22222222
Kay-K,Hip-hop,unknown,white,0.007789256,0.009918367,0.014272024,0.9680204,35
KeKe Wyatt,Pop,androgynous,white,0.004957717,0.09832875,0.021621428,0.8750921,49.42857143
Keak Da Sneak,Rap,androgynous,white,0.000911655,0.06551553,0.011572773,0.92200005,49
Kebo Gotti,Rap,unknown,white,0.004955936,0.005849542,0.02900981,0.96018475,63
Keely Smith,Jazz,female,white,0.001864316,0.10924286,0.013622579,0.8752703,17.25641026
Kehlani,Pop,unknown,white,0.010611168,0.003636537,0.02843862,0.9573136,64.67777778
Keith Ape,Hip-hop,male,white,0.002391978,0.005584848,0.015330275,0.97669286,61
Keith Jarrett,Jazz,male,white,0.004085905,0.12160795,0.028179796,0.8461263,38.675
Keith Murray,Hip-hop,male,white,0.012614325,0.089070156,0.018310688,0.8800048,40.93333333
Keith Sweat,EDM,male,white,0.004456837,0.08400555,0.018570084,0.89296746,37.81927711
Keith Urban,Country,male,white,0.004427068,0.018943189,0.012504156,0.9641256,52.07142857
Keith Whitley,Country,male,white,0.003215198,0.12793307,0.020237206,0.8486145,36.3
Keke Palmer,Pop,male,white,0.003022566,0.021772314,0.018678872,0.9565263,52.66666667
Kele,EDM,unknown,white,0.003479364,0.081294864,0.007300299,0.9079255,53
Kelis,EDM,unknown,white,0.005599454,0.055150796,0.025034122,0.9142157,48.28571429
Kelli Ali,EDM,female,white,0.007457747,0.011898231,0.04238201,0.938262,38
Kelly Clarkson,EDM,female,white,0.005511902,0.052703094,0.017969945,0.923815,54.79220779
Kelly Price,Pop,female,white,0.003962893,0.122812435,0.016795095,0.8564296,40.42105263
Kelly Rowland,EDM,female,white,0.002126777,0.052182287,0.016357461,0.92933345,54.375
Kelsea Ballerini,Country,female,white,0.001500413,0.003768673,0.016282964,0.978448,64.93548387
Ken Boothe,Rock,male,white,0.003357446,0.11652154,0.01768759,0.86243343,43.28571429
Ken Scott,Jazz,male,white,0.005245314,0.1562409,0.020972382,0.81754136,33
Ken-Y,Hip-hop,unknown,white,0.004766226,0.08477446,0.01873832,0.89172095,55.5
Kendo,Hip-hop,unknown,white,0.04046725,0.06791856,0.08929641,0.8023178,56.5
Kendo Kaponi,Hip-hop,unknown,white,0.026471961,0.006906295,0.026456824,0.94016486,74.5
Kendrick Lamar,Hip-hop,male,white,0.005556492,0.03984858,0.016182361,0.9384126,60.3
Kenneth McKellar,Classical,male,white,0.009961459,0.035325028,0.022255857,0.9324576,7
Kenny Baker,Oldies,male,white,0.003162347,0.037237637,0.017526576,0.9420734,5.333333333
Kenny Burrell,Jazz,male,white,0.002802694,0.1367182,0.016900906,0.8435783,22.64864865
Kenny Chesney,Country,male,white,0.003618099,0.08492901,0.016404537,0.8950484,49.78703704
Kenny Clarke,Jazz,male,white,0.001849838,0.072003864,0.015084612,0.9110617,25.84210526
Kenny Dorham,Jazz,male,white,0.002819778,0.13378292,0.018341374,0.8450559,17.65217391
Kenny G,Jazz,male,white,0.004664266,0.1204636,0.022319643,0.8525525,38.23655914
Kenny Loggins,Pop,male,white,0.002748009,0.07566509,0.014560415,0.90702647,40.4040404
Kenny Rogers,Country,male,white,0.001610063,0.09019412,0.01961567,0.88858014,45.07086614
Kenny Wayne Shepherd,Country,male,white,0.004364456,0.11118436,0.019600356,0.86485076,43.65
Keri Hilson,EDM,female,white,0.003612668,0.026722083,0.019368667,0.9502966,49.45
Kerli,EDM,female,white,0.007020703,0.003825295,0.03341972,0.9557343,50
Kesha,EDM,female,white,0.01738658,0.08480087,0.008676477,0.88913614,60.78846154
Kevin Devine,Indie,male,white,0.005437501,0.024009822,0.014533492,0.9560192,46
Kevin Gates,Hip-hop,male,white,0.009530701,0.060582876,0.04969565,0.8801908,57.57142857
Kevin Ortiz,Pop,male,hispanic,0.08758894,0.004921473,0.69797146,0.20951802,61
Kevin Rudolf,EDM,male,white,0.002041791,0.008201435,0.012809366,0.9769474,51
Key Glock,Hip-hop,male,white,0.002807219,0.08820622,0.014367227,0.8946194,61.88888889
Key!,Pop,unknown,white,0.006119983,0.18877545,0.018532904,0.7865716,64
Keyshia Cole,EDM,male,white,0.004965843,0.08398874,0.007234877,0.9038105,49.74193548
Khalid,Pop,male,api,0.4658931,0.18940464,0.041269366,0.30343297,70.1484375
Khatia Buniatishvili,Classical,unknown,white,0.012849072,0.002986822,0.023893176,0.96027094,58
Kiana Ledé,EDM,female,white,0.006355261,0.004148742,0.016699456,0.9727965,65.6875
Kid Capri,Hip-hop,unknown,white,0.010760063,0.019505426,0.048031367,0.9217031,37
Kid Cudi,Hip-hop,unknown,white,0.037110846,0.024703067,0.042904433,0.8952816,55.64705882
Kid Ink,EDM,unknown,white,0.003013749,0.003831494,0.007180472,0.98597425,59.25
Kid Koala,Indie,unknown,white,0.035175093,0.007869779,0.015121471,0.9418336,44.77777778
Kid Ory,Jazz,unknown,white,0.002230593,0.17508245,0.01287761,0.8098094,2
Kid Quill,Indie,unknown,white,0.003769076,0.10243203,0.023063125,0.87073576,58.5
Kid Rock,Metal,male,white,0.001854399,0.062084865,0.009655706,0.9264051,47.44444444
Kid Trunks,Hip-hop,unknown,white,0.003781281,0.18565343,0.012647992,0.79791725,63
Kidd Kidd,Rap,unknown,white,0.002427386,0.05759599,0.011079486,0.92889714,59.5
Kiesza,EDM,unknown,white,0.001487957,0.003066353,0.003174853,0.9922708,60.33333333
Kiiara,Indie,unknown,white,0.022712942,0.012045471,0.033311605,0.93192995,63.57142857
Kiki Dee,Pop,female,white,0.009636514,0.03779454,0.009830027,0.94273895,53.6
Kill Bill: The Rapper,Rap,female,white,0.004050917,0.01610788,0.012666222,0.96717495,48
Kill The Noise,EDM,female,white,0.01177554,0.091337055,0.016423373,0.880464,55
Killah Priest,Hip-hop,unknown,white,0.002360396,0.041131422,0.015904335,0.94060385,45
Killer Mike,Hip-hop,male,white,0.005569339,0.04105913,0.011466076,0.94190544,51.6
Killstation,Hip-hop,unknown,white,0.003928082,0.08973953,0.018371675,0.8879608,64
Killumantii,Rap,unknown,white,0.001994455,0.086114444,0.015595013,0.8962961,60
Kilo Ali,Hip-hop,male,white,0.024135888,0.010699024,0.07386455,0.89130056,33
Kim Borg,Classical,female,white,0.003445778,0.018184246,0.014053566,0.9643164,0
Kim Carnes,Pop,female,white,0.047246296,0.066523045,0.37562943,0.5106012,48.42857143
Kim Jong Wan,Pop,female,white,0.31766996,0.065471455,0.025782747,0.5910759,72
Kim Kashkashian,Classical,female,white,0.010190642,0.019587876,0.013866452,0.95635504,43
Kimberly Anne,Indie,female,white,0.005154373,0.23517677,0.008287398,0.75138146,62
Kimbra,Indie,female,white,0.021440364,0.027483122,0.016102195,0.9349743,55.33333333
Kina Grannis,Indie,female,white,0.004543508,0.06272143,0.010602811,0.9221323,67
King Combs,Pop,male,white,0.003444133,0.07693812,0.016302252,0.90331554,68
King Curtis,Jazz,male,white,0.003440729,0.06986952,0.011326704,0.915363,30.26666667
King George,Rap,male,white,0.0124993,0.08890818,0.025323572,0.873269,50
King Lil G,Hip-hop,male,white,0.0062132,0.05147523,0.021567477,0.92074406,48.53846154
King Louie,Rap,male,white,0.14194266,0.23303357,0.0491854,0.57583845,48
King Syze,Rap,male,white,0.013861929,0.010395589,0.013987587,0.9617549,52
King Tee,Hip-hop,male,white,0.06907881,0.08483694,0.014936677,0.8311476,48
King Tubby,Rock,male,white,0.000841567,0.13264488,0.00982915,0.8566844,33.625
King Von,Hip-hop,male,api,0.62222654,0.016029952,0.01516588,0.34657764,62.09090909
Kings of Convenience,Indie,unknown,white,0.004999174,0.029720586,0.013473553,0.95180666,54.55555556
Kiprich,EDM,unknown,white,0.002825121,0.004782795,0.016140293,0.97625184,45
Kiri Te Kanawa,Pop,androgynous,api,0.844191,0.001088022,0.001393176,0.1533277,10.26315789
Kirk Knight,Hip-hop,male,white,0.003345865,0.058161408,0.01778517,0.9207076,47
Kirk Whalum,Jazz,male,white,0.003709053,0.1742078,0.016256856,0.80582625,38.36363636
Kirko Bangz,Hip-hop,unknown,white,0.017563738,0.040094707,0.015515313,0.92682624,51.4
Kirsten Flagstad,Classical,female,white,0.012705576,0.016941162,0.02517444,0.94517887,2.5
Kirsty MacColl,EDM,female,white,0.002359516,0.031590533,0.015192983,0.9508569,50.5
Kishore Kumar,Pop,male,white,0.011501256,0.03014627,0.014094899,0.9442576,19.03401361
Kiyotaka Sugiyama,Pop,male,api,0.96419287,0.004494479,0.007494725,0.023817953,35.28571429
Klangkarussell,Pop,unknown,white,0.003840328,0.002036023,0.00846302,0.9856607,49
