name,filtered_genre,gender
The Dave Brubeck Quartet,Jazz,female
The Dave Clark Five,Pop,female
The Dayton Family,Rap,female
The Dead Milkmen,Indie,female
The Dead South,Indie,female
The Dead Weather,Indie,female
The Dear Hunter,Jazz,female
The Decemberists,Indie,female
The Del Fuegos,Rock,female
The Del McCoury Band,Oldies,female
The Del-Vikings,Pop,female
The Dells,Pop,female
The Derek Trucks Band,Country,female
The Desert Rose Band,Country,female
The Detroit Emeralds,R&B,female
The Deviants,Rock,female
The Devil Wears Prada,Metal,female
The Diamonds,Pop,female
The Dice Man,EDM,female
The Dickey Betts Band,Rock,female
The Dickies,Pop,female
The Dictators,Pop,female
The Dig,Pop,female
The Dillards,Country,female
The Dillinger Escape Plan,Metal,female
The Dip,Indie,female
The Diplomats,Hip-hop,female
The Dirty Dozen Brass Band,Jazz,female
The Dirty Guv'nahs,Rock,female
The Disco Biscuits,Indie,female
The Disposable Heroes Of Hiphoprisy,Hip-hop,female
The Districts,Indie,female
The Dixie Cups,Pop,female
The Doc,Hip-hop,female
The Dodos,Indie,female
The Don Ellis Orchestra,Jazz,female
The Donkeys,Rock,female
The Donnas,Pop,female
The Doobie Brothers,Country,female
The Doors,Rock,female
The Dovells,Pop,female
The Downtown Fiction,Pop,female
The Dreadnoughts,Rock,female
The Dream,EDM,female
The Dream Academy,EDM,female
The Dream Syndicate,Country,female
The Dreamletts,Rock,female
The Dresden Dolls,Rock,female
The Drifters,Pop,female
The Drums,Indie,female
The Dubs,R&B,female
The Dukes,Rock,female
The Dukes Of Dixieland,Jazz,female
The Dukes Of Stratosphear,Pop,female
The Duprees,Pop,female
The Durutti Column,EDM,female
The Dynamics,EDM,female
The Dynospectrum,Hip-hop,female
The Eagles,Country,female
The Early November,Indie,female
The Easybeats,Pop,female
The Echelon Effect,Rock,female
The Edgar Winter Group,Country,female
The Egyptian Lover,Hip-hop,female
The Electric Flag,Rock,female
The Electric Prunes,Pop,female
The Elegants,R&B,female
The Eleventh House,Jazz,female
The Elgins,Pop,female
The Emotions,Jazz,female
The English Beat,EDM,female
The English Concert,Classical,female
The Ethiopians,Rock,female
The Evens,Indie,female
The Everly Brothers,Pop,female
The Exciters,Pop,female
The Exies,Metal,female
The Expendables,Rock,female
The Explosion,Rock,female
The F-Ups,Indie,female
The Fabulous Thunderbirds,Country,female
The Faint,EDM,female
The Family,Oldies,female
The Farm,Rock,female
The Feelies,EDM,female
The Felice Brothers,Country,female
The Field Mice,Indie,female
The Five Keys,R&B,female
The Five Satins,Pop,female
The Fixx,EDM,female
The Flaming Lips,Indie,female
The Flamingos,Pop,female
The Fleetwoods,Pop,female
The Flexican,Hip-hop,female
The Flirtations,R&B,female
The Flying Burrito Brothers,Country,female
The Flying Lizards,EDM,female
The Flying Luttenbachers,Rock,female
The Flying Pickets,Pop,female
The Foreign Exchange,Hip-hop,female
The Forest Rangers,Rock,female
The Format,Indie,female
The Fortunes,Pop,female
The Foundations,Pop,female
The Four Aces,Pop,female
The Four Freshmen,Jazz,female
The Fratellis,Rock,female
The Fraternity Of Man,Rock,female
The Fray,Pop,female
The Free Design,Pop,female
The Frights,Indie,female
The Front Bottoms,Indie,female
The Fugs,Rock,female
The Furious Five,Hip-hop,female
The Future Sound Of London,EDM,female
The Futureheads,EDM,female
The Game,Hip-hop,female
The Garden,Indie,female
The Gaslight Anthem,Indie,female
The Gatlin Brothers,Country,female
The Gaylads,Rock,female
The Gaylettes,Rock,female
The Gentrys,Pop,female
The George Benson Quartet,Jazz,female
The Georgia Satellites,Country,female
The Get Up Kids,Indie,female
The Ghost Inside,Metal,female
The Girl and The Dreamcatcher,Pop,female
The Gladiators,Rock,female
The Glands,Indie,female
The Glitch Mob,EDM,female
The Glorious Sons,Indie,female
The Glove,Rock,female
The Go! Team,EDM,female
The Go-Betweens,Rock,female
The Go-Go's,Hip-hop,female
The Golden Gate Orchestra,Jazz,female
The Goo Goo Dolls,Pop,female
The Good Perry,Rap,female
The Gories,Pop,female
The Gourds,Country,female
The Grass Roots,Country,female
The Great Divide,Country,female
The Green,Rock,female
The Greenhornes,Rock,female
The Greeting Committee,Indie,female
The Greg Kihn Band,Rock,female
The Gregg Allman Band,Country,female
The Gregory Brothers,Pop,female
The Griswolds,Indie,female
The Grouch,Hip-hop,female
The Groundhogs,Rock,female
The Growler,Indie,female
The Growlers,Indie,female
The Guess Who,Country,female
The Gun,Country,female
The Gun Club,EDM,female
The Halo Benders,Indie,female
The Handsome Family,Country,female
The Happenings,Pop,female
The Happy Fits,Indie,female
The Haunted,Metal,female
The Head and the Heart,Indie,female
The Headhunters,Country,female
The Heavy,Indie,female
The Heptones,Rock,female
The Herbaliser,EDM,female
The High,Country,female
The High & Mighty,Hip-hop,female
The High Kings,Rock,female
The High Windows,Pop,female
The Highwaymen,Country,female
The Highwomen,Indie,female
The Hilliard Ensemble,Classical,female
The Hives,EDM,female
The Holdup,Rock,female
The Hollies,Country,female
The Hollywood Flames,R&B,female
The Honeycombs,Pop,female
The Honeysticks,Indie,female
The Hoosiers,Rock,female
The Hooters,Indie,female
The Horrors,EDM,female
The Hotelier,Indie,female
The House of Love,Pop,female
The Housemartins,EDM,female
The Human Beinz,Pop,female
The Human League,EDM,female
The Hunna,Indie,female
The Hush Sound,Indie,female
The Icicle Works,EDM,female
The Imperials,Pop,female
The Impressions,Pop,female
The Incredible String Band,Rock,female
The Innocence Mission,Indie,female
The International Submarine Band,Country,female
The Internet,Hip-hop,female
The Irrepressibles,Pop,female
The J. Geils Band,Country,female
The J.B.'s,Hip-hop,female
The Jacka,Rap,female
The Jaggerz,Pop,female
The Jam,Pop,female
The Jamaicans,Rock,female
The Japanese House,Indie,female
The Jayhawks,Country,female
The Jazz Crusaders,Jazz,female
The Jeff Healey Band,Country,female
The Jesters,Pop,female
The Jesus Lizard,Rock,female
The Jesus and Mary Chain,EDM,female
The Jets,Pop,female
The Jicks,Indie,female
The Jim Carroll Band,Rock,female
The Jive Five,R&B,female
The Jompson Brothers,Rock,female
The Jon Spencer Blues Explosion,Rock,female
The Jones Girls,Jazz,female
The Jordanaires,Country,female
The Joy Formidable,Indie,female
The Judds,Country,female
The Juliana Hatfield Three,Rock,female
The Juliana Theory,Pop,female
The Jungle Giants,Indie,female
The Kaze,Hip-hop,female
The Kendalls,Country,female
The Kentucky Headhunters,Country,female
The Kid LAROI,Hip-hop,female
The Kids,Indie,female
The Killers,Rock,female
The Kills,EDM,female
The King Khan & BBQ Show,Indie,female
The Kings,Pop,female
The Kingsmen,Rock,female
The Kingston Trio,Rock,female
The Kinks,EDM,female
The Knack,Pop,female
The Knickerbockers,Pop,female
The Knife,EDM,female
The Knocks,EDM,female
The Kooks,Indie,female
The Korgis,Pop,female
The LOX,Hip-hop,female
The La's,Hip-hop,female
The Lacs,Country,female
The Lady Of Rage,Rap,female
The Lagoons,Indie,female
The Larks,R&B,female
The Last Emperor,Rap,female
The Last Goodnight,Pop,female
The Last Mr. Bigg,Rap,female
The Last Shadow Puppets,Indie,female
The Latin Brothers,Jazz,female
The Laurie Berkner Band,Indie,female
The Lawrence Arms,Indie,female
The Left Banke,Pop,female
The Legendary Pink Dots,Rock,female
The Lemon Pipers,Pop,female
The Lemonheads,Pop,female
The Letter Black,Pop,female
The Lettermen,Pop,female
The Libertines,EDM,female
The Lightning Seeds,EDM,female
The Lillingtons,Indie,female
The Lion,Indie,female
The Litter,Rock,female
The Living End,Rock,female
The Lonely Island,Rap,female
The Lost Trailers,Country,female
The Louvin Brothers,Country,female
The Lovin' Spoonful,Country,female
The Lumineers,Pop,female
The Macarons Project,Indie,female
The Maccabees,EDM,female
The Mad Lads,R&B,female
The Maddox Brothers & Rose,Country,female
The Magician,EDM,female
The Magnetic Fields,Indie,female
The Mahones,Indie,female
The Main Ingredient,Jazz,female
The Maine,Pop,female
The Mamas & The Papas,Pop,female
The Mana'o Company,Pop,female
The Manhattan Transfer,Jazz,female
The Marcels,Pop,female
The March Violets,Rock,female
The Marcus King Band,Indie,female
The Mars Volta,Indie,female
The Marshall Tucker Band,Country,female
The Marvelettes,Pop,female
The Marías,Indie,female
The Master's Apprentices,Rock,female
The Matches,Indie,female
The Mavericks,Country,female
The Maytals,Rock,female
The McCoys,Pop,female
The Melodians,Rock,female
The Menzingers,Indie,female
The Mermen,Rock,female
The Meteors,Rock,female
The Meters,Jazz,female
The Microphones,Indie,female
The Middle East,Indie,female
The Midnight,Pop,female
The Mighty Mighty Bosstones,Rock,female
The Milk Carton Kids,Indie,female
The Millennium,Pop,female
The Mills Brothers,Jazz,female
The Miracles,Pop,female
The Mission,Indie,female
The Modern Jazz Quartet,Jazz,female
The Modern Lovers,EDM,female
The Monkees,Country,female
The Monn Keys,Pop,female
The Monochrome Set,EDM,female
The Monotones,R&B,female
The Monsters,Pop,female
The Moody Blues,Country,female
The Mooney Suzuki,Rock,female
The Moonglows,R&B,female
The Moors,Classical,female
The Motels,EDM,female
The Mothers,Jazz,female
The Mothers Of Invention,Jazz,female
The Motors,Rock,female
The Mountain Goats,Indie,female
The Move,Rock,female
The Movement,Rock,female
The Mowgli's,Indie,female
The Muffs,Pop,female
The Music Machine,Pop,female
The Naked And Famous,EDM,female
The Naked Brothers Band,Pop,female
The National,Indie,female
The National Parks,Indie,female
The Neighbourhood,Pop,female
The Nerves,Pop,female
The Neville Brothers,Rock,female
The New Basement Tapes,Indie,female
The New Birth,Jazz,female
The New Lost City Ramblers,Oldies,female
The New Pornographers,Indie,female
The New Seekers,Pop,female
The New Stan Getz Quartet,Jazz,female
The Normal,Pop,female
The Northern Pikes,Rock,female
The Notorious B.I.G.,Hip-hop,female
The Notting Hillbillies,Country,female
The Nutmegs,R&B,female
The O.C. Supertones,Rock,female
The Oak Ridge Boys,Country,female
The Ocean Blue,Pop,female
The Offspring,Pop,female
The Oh Hellos,Indie,female
The Olivia Tremor Control,Indie,female
The Olympics,R&B,female
The Only Ones,Pop,female
The Orb,EDM,female
The Orion Experience,Pop,female
The Orlons,Pop,female
The Orwells,Indie,female
The Osborne Brothers,Oldies,female
The Osmonds,Pop,female
The Outfield,Pop,female
The Outhere Brothers,EDM,female
The Outlaws,Country,female
The Ozark Mountain Daredevils,Country,female
The Paper Kites,Indie,female
The Paragons,Rock,female
The Parlor Mob,Indie,female
The Partridge Family,Pop,female
The Party Boyz,Rap,female
The Pastels,Indie,female
The Paul Butterfield Blues Band,Country,female
The Payolas,Rock,female
The Peasall Sisters,Country,female
The Peddlers,Jazz,female
The Penguins,Pop,female
The Phantoms,Rock,female
The Pharcyde,Hip-hop,female
The Piano Guys,Pop,female
The Pierces,Pop,female
The Pioneers,Country,female
The Plastic Ono Band,Rock,female
The Platters,Pop,female
The Plimsouls,Pop,female
The Plot In You,Metal,female
The Pogues,Rock,female
The Pointer Sisters,EDM,female
The Police,EDM,female
The Polish Ambassador,Pop,female
The Pop Group,Rock,female
The Poppy Family,Pop,female
The Posies,Pop,female
The Postal Service,Indie,female
The Power Station,EDM,female
The Presidents,Pop,female
The Presidents Of The United States Of America,Pop,female
The Pretty Reckless,Pop,female
The Pretty Things,Country,female
The Primitives,Pop,female
The Proclaimers,Rock,female
The Promise Ring,Indie,female
The Prunes,Pop,female
The Psychedelic Furs,EDM,female
The Psycho Realm,Hip-hop,female
The Pussycat Dolls,EDM,female
The Queers,Pop,female
The RH Factor,Indie,female
The Raconteurs,Indie,female
The Radiators,Rock,female
The Radio Dept.,Indie,female
The Raiders,Pop,female
The Rain Parade,Pop,female
The Raincoats,EDM,female
The Raindrops,Pop,female
The Range,Rock,female
The Rapture,EDM,female
The Rascals,Country,female
The Rasmus,Metal,female
The Rationals,Rock,female
The Ravens,Country,female
The Ready Set,Pop,female
The Real Kids,Pop,female
The Real McKenzies,Rock,female
The Real Roxanne,Hip-hop,female
The Records,Pop,female
The Red Jumpsuit Apparatus,Pop,female
The Red Krayola,Rock,female
The Red Pears,Indie,female
The Remains,Indie,female
The Rembrandt Trio,Classical,female
The Rembrandts,Pop,female
The Rentals,Pop,female
The Replacements,EDM,female
The Residents,EDM,female
The Reverend Horton Heat,Country,female
The Revivalists,Indie,female
The Rezillos,Rock,female
The Righteous Brothers,Pop,female
The Rippingtons,Jazz,female
The Rivieras,Rock,female
The Robert Cray Band,Rock,female
The Robins,Pop,female
The Rockets,Country,female
The Rockin' Berries,Rock,female
The Rolling Stones,Rock,female
The Romantics,EDM,female
The Ronettes,Pop,female
The Roots,Hip-hop,female
The Rosenberg Trio,Jazz,female
The Royal Concept,Indie,female
The Royal Guardsmen,Pop,female
The Rubinoos,Pop,female
The Ruts,Rock,female
The Sandpipers,Pop,female
The Saturdays,EDM,female
The Saw Doctors,Country,female
The Score,Rock,female
The Script,Pop,female
The Sea and Cake,Indie,female
The Searchers,Pop,female
The Seeds,Rock,female
The Seekers,Pop,female
The Selecter,Rock,female
The Shadows,Pop,female
The Shadows Of Knight,Pop,female
The Shamen,Pop,female
The Shangri-Las,Pop,female
The Sharks,Metal,female
The Sharps,Pop,female
The Sheepdogs,Indie,female
The Shins,Indie,female
The Shirelles,Pop,female
The Shivas,Indie,female
The Silhouettes,R&B,female
The Silvertones,Rock,female
The Sing Team,Indie,female
The Six Parts Seven,Rock,female
The Skatalites,Jazz,female
The Skyliners,Pop,female
The Slits,EDM,female
The Smashing Pumpkins,Pop,female
The Smithereens,EDM,female
The Smiths,EDM,female
The Soft Boys,EDM,female
The Soggy Bottom Boys,Country,female
The Sonics,Rock,female
The Sorrows,Country,female
The Soup Dragons,Indie,female
The Souther-Hillman-Furay Band,Country,female
The Southern Death Cult,Rock,female
The Specials,EDM,female
The Spencer Davis Group,Pop,female
The Spill Canvas,Indie,female
The Spiral Starecase,Pop,female
The Spits,Indie,female
The Standells,Pop,female
The Stanley Brothers,Country,female
The Starting Line,Indie,female
The Statler Brothers,Country,female
The Staves,Indie,female
The Steeldrivers,Rock,female
The Stills-Young Band,Country,female
The Stixxx,Country,female
The Stone Foxes,Indie,female
The Stone Roses,Pop,female
The Stooges,EDM,female
The Story So Far,Pop,female
The Strangeloves,Rock,female
The Stranglers,EDM,female
The Stray Birds,Indie,female
The Streets,Hip-hop,female
The Strokes,Rock,female
The Strumbellas,Indie,female
The Struts,Rock,female
The Style Council,EDM,female
The Subdudes,Rock,female
The Submarines,Indie,female
The Subways,EDM,female
The Sugarcubes,EDM,female
The Sugarhill Gang,Hip-hop,female
The Suitcase Junket,Indie,female
The Summer Set,Pop,female
The Sundays,Pop,female
The Supersonics,Rock,female
The Supervillains,Rock,female
The Supremes,Pop,female
The Swallows,R&B,female
The Sweet Inspirations,Pop,female
The Sweet Remains,Indie,female
The Swellers,Pop,female
The Swinging Blue Jeans,Pop,female
The Swingle Singers,Jazz,female
The Sword,Metal,female
The Tallest Man On Earth,Indie,female
The Tallis Scholars,Classical,female
The Team,Pop,female
The Teardrop Explodes,EDM,female
The Techniques,Rock,female
The Temper Trap,EDM,female
The Tennors,Rock,female
The The,Pop,female
The Thermals,EDM,female
The Three Sounds,Jazz,female
The Three Tops,Rock,female
The Tiger,Indie,female
The Time,Rock,female
The Ting Tings,EDM,female
The Tokens,Pop,female
The Tornados,Rock,female
The Tractors,Country,female
The Tragically Hip,Indie,female
The Trashmen,Rock,female
The Tremeloes,Pop,female
The Troggs,Pop,female
The Tubes,EDM,female
The Turtles,Pop,female
The Tymes,Pop,female
The Underachievers,Hip-hop,female
The Undertones,EDM,female
The Union Underground,Metal,female
The Uniques,Rock,female
The United States Of America,Pop,female
The Unlikely Candidates,Indie,female
The Upsetters,Rock,female
The Used,Pop,female
The Vaccines,Indie,female
The Vamps,EDM,female
The Vapors,EDM,female
The Vaselines,Indie,female
The Vaughan Brothers,Rock,female
The Veer Union,Metal,female
The Veldt,Indie,female
The Velvelettes,Pop,female
The Velvet Underground,Rock,female
The Ventures,Rock,female
The Veronicas,EDM,female
The Verve,Pop,female
The Verve Pipe,Pop,female
The Vibrators,Rock,female
The Vines,EDM,female
The Virgins,EDM,female
The Virus and Antidote,Rap,female
The Vogues,Pop,female
The Voidz,Rock,female
The Von Bondies,EDM,female
The Wailin' Jennys,Indie,female
The Waitresses,Pop,female
The Walker Brothers,Pop,female
The Walkmen,EDM,female
The Wallflowers,Pop,female
The Walters,Indie,female
The Wannadies,Indie,female
The Wanted,EDM,female
The War On Drugs,Indie,female
The Waterboys,EDM,female
The Weakerthans,Indie,female
The Weather Station,Indie,female
The Wedding Present,Pop,female
The Weeknd,Pop,female
The Weeks,Indie,female
The Weepies,Indie,female
The West Coast Pop Art Experimental Band,Rock,female
The Whispers,Rock,female
The White Stripes,Rock,female
The White Tie Affair,Pop,female
The Whites,EDM,female
The Whitest Boy Alive,EDM,female
The Who,Oldies,female
The Wilburn Brothers,Country,female
The Wilkinsons,Country,female
The Wombats,Indie,female
The Wonder Stuff,Pop,female
The Wonder Years,Indie,female
The Wood Brothers,Rock,female
The Woolies,Rock,female
The Word Alive,Metal,female
The Wreckers,Country,female
The Wrecks,Indie,female
The Yardbirds,Country,female
The Yellow Balloon,Pop,female
The Yogscast,Pop,female
The Young Professionals,Pop,female
The Young Rascals,Country,female
The Youngbloods,Country,female
The Zeros,Indie,female
The Ziggens,Rock,female
The Zombies,Pop,female
The Zutons,Indie,female
The dB's,Pop,female
The xx,Indie,female
The-Dream,EDM,unknown
TheFatRat,EDM,unknown
Thee Oh Sees,EDM,androgynous
Thelonious Monk,Jazz,unknown
Thelonious Monk Quartet,Jazz,unknown
Thelonious Monk Quintet,Jazz,unknown
Thelonious Monk Septet,Jazz,unknown
Thelonious Monk Trio,Jazz,unknown
Them,Metal,unknown
Them Crooked Vultures,Metal,unknown
Theory of a Deadman,Metal,unknown
There For Tomorrow,Pop,unknown
Theresa Rex,Pop,female
They Might Be Giants,Rock,female
Thievery Corporation,EDM,unknown
Thieving Birds,Country,unknown
Thin Lizzy,Metal,female
Third Day,Rock,unknown
Third Eye,Pop,unknown
Third Eye Blind,Pop,unknown
Third World,Rock,unknown
Thirteen Senses,Indie,unknown
Thirty Seconds To Mars,Rock,androgynous
This Mortal Coil,Pop,unknown
This Providence,Pop,unknown
This Will Destroy You,Metal,male
Thom Yorke,EDM,male
Thomas Dolby,EDM,male
Thomas Hemsley,Classical,male
Thomas Morley,Classical,male
Thomas Reid,Rap,male
Thomas Rhett,Country,male
Thomas Sanders,Indie,male
Thomas Tallis,Classical,male
Thompson Square,Country,unknown
Thompson Twins,EDM,unknown
Thousand Foot Krutch,Metal,unknown
Three 6 Mafia,Hip-hop,unknown
Three Days Grace,Metal,female
Three Dog Night,Country,female
Three Legged Fox,Rock,unknown
Three Plus,Hip-hop,unknown
Three Times Dope,Hip-hop,unknown
Thriving Ivory,Pop,male
Throbbing Gristle,EDM,unknown
Throwing Muses,Indie,unknown
Thug Life,Hip-hop,unknown
Thunder,Hip-hop,unknown
Thundercat,Hip-hop,unknown
Thunderclap Newman,Pop,unknown
Thursday,Pop,unknown
Thurston Harris,Rock,male
Thutmose,Hip-hop,unknown
Thy Art Is Murder,Metal,male
Tia,Rap,female
Tiagz,Rap,unknown
Tiara Thomas,Indie,female
Tides Of Man,Indie,androgynous
Tiffany,Pop,female
Tiffany Evans,Pop,female
Tift Merritt,Country,male
Tigers Jaw,Indie,unknown
Tijuana No!,Rock,unknown
Tijuana Panthers,Indie,unknown
Tikkle Me,Pop,androgynous
Tim Berg,EDM,male
Tim Bowman,Jazz,male
Tim Buckley,Country,male
Tim Dog,Hip-hop,male
Tim Hardin,Country,male
Tim Hecker,EDM,male
Tim McGraw,Country,male
Tim O'Brien,Oldies,male
Timbaland,EDM,unknown
Timber Timbre,Indie,unknown
Timbiriche,Pop,unknown
Timeflies,EDM,unknown
Timi Yuro,Pop,female
Timmy,EDM,male
Timmy T,EDM,male
Timmy Trumpet,EDM,male
Timothy B. Schmit,Rock,male
Timothy Hutchins,Classical,male
Tina Arena,EDM,female
Tina Brooks,Jazz,female
Tina Turner,Pop,female
Tinariwen,Pop,unknown
Tinashe,EDM,unknown
Tindersticks,EDM,unknown
Tine Thing Helseth,Classical,female
Tinie Tempah,EDM,female
Tink,Pop,unknown
Tinlicker,EDM,unknown
Tiny Meat Gang,Pop,female
Tiny Moving Parts,Pop,female
Tion Wayne,Hip-hop,male
Tipica 73,Jazz,unknown
Tippa Irie,EDM,unknown
Tippu,Hip-hop,unknown
TisaKorean,Rap,unknown
Titi Botez,Pop,male
Title Fight,Indie,unknown
"Tito ""El Bambino""",Hip-hop,male
Tito Gobbi,Classical,male
Tito Puente,Jazz,male
Tito Puente & His Orchestra,Jazz,male
Tito Rodriguez,Jazz,male
Tito Rodriguez & His Orchestra,Jazz,male
Tito Rojas,Jazz,male
Tito Schipa,Classical,male
Tito Torbellino,Pop,male
Tito Torbellino Jr,Pop,male
Tito Y Su Torbellino,Pop,male
Titãs,Rock,unknown
Tiësto,EDM,unknown
Tm88,Rap,unknown
Toad The Wet Sprocket,Pop,female
Toadies,Metal,unknown
Toby Fox,Indie,male
Toby Keith,Country,male
Toby Love,Hip-hop,male
Toby Turner & Tobuscus,Pop,male
TobyMac,Hip-hop,unknown
Today,Metal,unknown
Todd Rhodes,R&B,male
Todd Rundgren,Country,male
Todd Snider,Country,male
Todd Terje,EDM,male
Todos Tus Muertos,Rock,unknown
Todrick Hall,EDM,unknown
Token,Hip-hop,unknown
Tokyo Blade,Metal,unknown
Tokyo Metropolitan Symphony Orchestra,Classical,unknown
Tokyo Police Club,EDM,unknown
Tokyo String Quartet,Classical,unknown
Tolis Voskopoulos,Pop,unknown
Tom Brown,Jazz,male
Tom Browne,Jazz,male
Tom Cochrane,Oldies,male
Tom Cochrane & Red Rider,Rock,male
Tom Dorsey,Jazz,male
Tom Gregory,Pop,male
Tom Jones,Oldies,male
Tom Krause,Classical,male
Tom MacDonald,Country,male
Tom Misch,Indie,male
Tom Morello,Rock,male
Tom Odell,Pop,male
Tom Paxton,Rock,male
Tom Petty,Country,male
Tom Petty and the Heartbreakers,Country,male
Tom Robinson Band,Rock,male
Tom Rosenthal,Indie,male
Tom Rush,Country,male
Tom Russell,Country,male
Tom Scott,Jazz,male
Tom T. Hall,Country,male
Tom Tom Club,EDM,male
Tom Waits,Rock,male
Tom Walker,Indie,male
Tom Zé,Indie,male
Tomahawk,Metal,unknown
Tomaso Albinoni,Classical,male
Tomine Harket,Pop,unknown
Tommy Alverson,Country,male
Tommy Blake,Rock,male
Tommy Bolin,Country,male
Tommy Boyce,Pop,male
Tommy Cash,Hip-hop,male
Tommy Collins,Country,male
Tommy Dorsey,Jazz,male
Tommy Edwards,R&B,male
Tommy Flanagan,Jazz,male
Tommy Flanagan Trio,Jazz,male
Tommy Guerrero,EDM,male
Tommy James,Pop,male
Tommy James & The Shondells,Pop,male
Tommy Lee,EDM,male
Tommy McCook & The Supersonics,Rock,male
Tommy Olivencia,Jazz,male
Tommy Olivencia y Su Orquesta,Jazz,male
Tommy Roe,Pop,male
Tommy Sands,Rock,male
Tommy Shaw,Rock,male
Tommy Torres,Pop,male
Tommy Trash,EDM,male
Tommy Tutone,Rock,male
Tomorrows Bad Seeds,Rock,unknown
Tompall & The Glaser Brothers,Jazz,female
Ton Koopman,Classical,male
Tone-Loc,Rap,unknown
Tonedeff,Rap,unknown
Tones And I,Pop,unknown
Tones On Tail,EDM,androgynous
Toni Braxton,EDM,male
Toni Romiti,Pop,male
Tonic,Pop,unknown
Tonight Alive,Pop,unknown
Toninho Horta,Jazz,unknown
Tony Bennett,Jazz,male
Tony Curtis,Rock,male
Tony Dize,Hip-hop,male
Tony Fruscella,Jazz,male
Tony Igy,EDM,male
Tony Joe White,Country,male
Tony Levin,Rock,male
Tony Matterhorn,EDM,male
Tony Mottola,Pop,male
Tony Orlando,Pop,male
Tony Orlando & Dawn,Pop,male
Tony Rebel,EDM,male
Tony Rice,Oldies,male
Tony Scott,Jazz,male
Tony Williams,Jazz,male
Tony Yayo,Hip-hop,male
Tony! Toni! Toné!,Pop,unknown
Too $hort,Hip-hop,unknown
Too Close To Touch,Pop,androgynous
Too Rude,Rock,unknown
Toon Hermans,Pop,male
Toots & The Maytals,Rock,female
Toots Thielemans,Jazz,unknown
Topic,EDM,unknown
Toploader,Rock,unknown
Tora Tora,Indie,female
Torcuato Mariano,Jazz,male
Tori Amos,Pop,female
Tori Kelly,EDM,female
Toro y Moi,EDM,unknown
Torsten Kerl,Classical,male
Tortoise,Indie,unknown
Tory Lanez,Hip-hop,male
Tosca,EDM,female
Toshiko Akiyoshi,Jazz,female
Total,Hip-hop,unknown
Toto Cutugno,Pop,unknown
Totò,Oldies,unknown
Toubab Krewe,Rock,unknown
Touch,EDM,unknown
Touch Sensitive,EDM,unknown
Toumani Diabaté,Pop,unknown
Tourist,EDM,unknown
Tove Lo,EDM,female
Tove Styrke,EDM,female
Tower Of Power,Jazz,unknown
Towkio,Rap,unknown
Town Mountain,Rock,unknown
Townes Van Zandt,Country,male
Toxik,Metal,unknown
Toy,Pop,unknown
Toy-Box,EDM,unknown
Toya,Pop,female
Toño Rosario,Pop,male
Trace Adkins,Country,male
Tracey Thorn,Pop,female
Tracey Ullman,Pop,female
Tracy Bonham,Pop,female
Tracy Byrd,Country,female
Tracy Chapman,Pop,female
Tracy Huang,Pop,female
Tracy Lawrence,Country,female
Trademark Da Skydiver,Hip-hop,androgynous
Trae Tha Truth,Hip-hop,male
Traffic,Country,unknown
Traffic Sound,Rock,unknown
Tragedy Khadafi,Hip-hop,unknown
Trailer Choir,Country,unknown
Train,EDM,unknown
Trampled by Turtles,Indie,unknown
Trans-Siberian Orchestra,Metal,unknown
Transvision Vamp,Pop,unknown
Tranzas,Pop,unknown
Trap Beckham,Rap,unknown
Trap Capos,Rap,unknown
Trapboy Freddy,Rap,male
Trapeze,Rock,unknown
Trapt,Metal,unknown
Trashcan Sinatras,Indie,unknown
Traveling Wilburys,Country,unknown
Travie McCoy,EDM,unknown
Traviezoz de la Zierra,Hip-hop,unknown
Travis,Rap,male
Travis Atreo,Indie,male
Travis Barker,Rap,male
Travis Cottrell,Rock,male
Travis Denning,Country,male
Travis Mendes,Pop,male
Travis Porter,Hip-hop,male
Travis Scott,Rap,male
Travis Tritt,Country,male
Treach,Rap,unknown
Treal Lee,Rap,male
Trebol Clan,Hip-hop,unknown
Tree63,Rock,unknown
Trent Tomlinson,Country,male
Trevor Daniel,Pop,male
Trevor Guthrie,Pop,male
Trevor Hall,Indie,male
Trevor Pinnock,Classical,male
Trevor Sparks,EDM,male
Trey Songz,EDM,male
Triathalon,Indie,unknown
Tribal Seeds,Rock,unknown
Tribal Tech,Jazz,unknown
Trick Daddy,Hip-hop,unknown
Trick Pony,Country,unknown
Trick Trick,EDM,unknown
Tricky,EDM,unknown
Trigo Limpio,Pop,unknown
Trillville,Hip-hop,unknown
Trina,Hip-hop,female
Trini Lopez,Pop,female
Trinidad James,Hip-hop,female
Trio,Pop,unknown
Trio Lescano,Pop,unknown
Trio Mocoto,Rock,unknown
Trip Lee,Hip-hop,male
Trippie Redd,Rap,unknown
Tripping Daisy,Rock,female
TrippyThaKid,Rap,unknown
Trisha Yearwood,Country,female
Tristam,EDM,unknown
Triste Janero,Pop,unknown
Tritonal,EDM,unknown
Triumph,Metal,unknown
Trivium,Metal,unknown
Trixter,Metal,unknown
Trizz,Hip-hop,unknown
Trombone Shorty,Jazz,unknown
Troop 41,Hip-hop,unknown
Trooper,Rock,unknown
Trouble,Hip-hop,unknown
Trouble Maker,Pop,unknown
Troy,EDM,male
Troy Ave,Rap,male
Troy Cartwright,Country,male
TroyBoi,EDM,unknown
Troye Sivan,EDM,female
Tru,Pop,androgynous
Truckfighters,Indie,unknown
True Damage,Rap,unknown
True Faith,Pop,female
Truth Hurts,Pop,unknown
