name,filtered_genre,gender
Chang Li,Pop,androgynous
Change,Jazz,unknown
Changing Faces,Pop,unknown
Channel Live,Hip-hop,unknown
Chantal Chamberland,Jazz,female
Chantal Kreviazuk,Pop,female
Chanté Moore,Pop,unknown
Chaos Chaos,Indie,unknown
Chapterhouse,Indie,unknown
Charice,EDM,unknown
Charizma,Hip-hop,unknown
Charlelie Couture,Rock,unknown
Charlene Choi,Pop,female
Charles Bolt,Classical,male
Charles Dutoit,Classical,male
Charles Earland,Jazz,male
Charles Gounod,Classical,male
Charles Irwin,Indie,male
Charles Ives,Classical,male
Charles Kelley,Country,male
Charles Koechlin,Classical,male
Charles Lloyd,Jazz,male
Charles Lloyd Quartet,Jazz,male
Charles Mingus,Jazz,male
Charles Wood,Classical,male
Charley Crockett,Country,male
Charley Patton,Country,male
Charley Pride,Country,male
Charli Baltimore,Pop,unknown
Charli XCX,EDM,unknown
Charlie,EDM,male
Charlie Barnet,Jazz,male
Charlie Burg,Indie,male
Charlie Byrd,Jazz,male
Charlie Christian,Jazz,male
Charlie Daniels,Country,male
Charlie Farley,Country,male
Charlie Feathers,Rock,male
Charlie Haden,Jazz,male
Charlie Heat,Rap,male
Charlie Hunter,Jazz,male
Charlie Key,Classical,male
Charlie Louvin,Country,male
Charlie Mariano,Jazz,male
Charlie Palmieri,Jazz,male
Charlie Parker,Jazz,male
Charlie Parker Quartet,Jazz,male
Charlie Parker Quintet,Jazz,male
Charlie Parr,Country,male
Charlie Puth,EDM,male
Charlie Rich,Country,male
Charlie Robison,Country,male
Charlie Rouse,Jazz,male
Charlie Watts,Rock,male
Charlie Who?,Pop,male
Charlie Zaa,Pop,male
Charlo,Pop,unknown
Charlotte Church,Pop,female
Charlotte Day Wilson,Indie,female
Charlotte Lawrence,EDM,female
Charly Black,EDM,male
Charly García,Rock,male
Charly McClain,Country,male
Charm City Devils,Rock,unknown
Chase,Country,male
Chase Atlantic,Pop,male
Chase Bryant,Country,male
Chase Rice,Country,male
Chasing Grace,Indie,female
Chastity Belt,Indie,female
Chava Alberstein,Pop,female
Chayanne,Pop,unknown
Chayín Rubio,Pop,unknown
Cheap Trick,EDM,unknown
Cheat Codes,EDM,unknown
Chelsea Cutler,Indie,female
Chelsea Grin,Metal,female
Chely Wright,Country,unknown
Chembai,Classical,unknown
Chemlab,Metal,unknown
Cheo Feliciano,Jazz,male
Cher,EDM,female
Cher Lloyd,EDM,female
Cherish,Hip-hop,female
Cherry Glazerr,Indie,female
Chesney Hawkes,Pop,unknown
Chester Bennington,EDM,male
Chet Baker,Jazz,male
Chevelle,Metal,unknown
Chevy Woods,Hip-hop,unknown
ChiChi Peralta,Pop,unknown
Chiang Yu-Heng,Pop,androgynous
Chicago,Hip-hop,unknown
Chicago Symphony Orchestra,Classical,unknown
Chicano,Indie,unknown
Chicano Batman,Indie,unknown
Chick Corea,Jazz,unknown
Chick Webb,Jazz,unknown
Chico César,Indie,male
Chico Hamilton,Jazz,male
Chico O'Farrill,Jazz,unknown
Chiddy,Indie,unknown
Chiddy Bang,Indie,androgynous
Chief Kamachi,Rap,unknown
Chief Keef,Hip-hop,unknown
Chilam,Pop,unknown
Childish Gambino,Hip-hop,unknown
Children Of Bodom,Metal,unknown
Chilliwack,Rock,unknown
Chilly Gonzales,Classical,unknown
Chimaira,Metal,unknown
China Anne McClain,Pop,female
China Crisis,EDM,unknown
Chingo Bling,Hip-hop,unknown
Chingy,EDM,unknown
Chinmayi,Pop,unknown
Chino & Nacho,Hip-hop,male
Chiodos,Pop,unknown
Chitra Singh,Pop,female
Chloe x Halle,EDM,female
Chocolate,Pop,unknown
Choke,Indie,unknown
Choker,Indie,unknown
Choking Victim,Rock,unknown
Chon,Indie,androgynous
Choppa,Hip-hop,unknown
Chord Overstreet,Pop,unknown
Chris August,Indie,male
Chris Boomer,Indie,male
Chris Botti,Jazz,male
Chris Brown,EDM,male
Chris Cagle,Country,male
Chris Cornell,Metal,male
Chris Hillman,Country,male
Chris Isaak,Oldies,male
Chris J,Country,male
Chris Janson,Country,male
Chris Jeday,Rap,male
Chris Kenner,R&B,male
Chris Kleiber,Country,male
Chris Knight,Country,male
Chris Lake,EDM,male
Chris Lane,Country,male
Chris LeDoux,Country,male
Chris Linton,EDM,male
Chris Malinchak,Indie,male
Chris Montez,Pop,male
Chris Norman,Pop,male
Chris Rea,Oldies,male
Chris Renzema,Indie,male
Chris Rice,Rock,male
Chris Smither,Country,male
Chris Spedding,Rock,male
Chris Squire,Jazz,male
Chris Standring,Jazz,male
Chris Stapleton,Country,male
Chris Thile,Indie,male
Chris Thomas,Country,male
Chris Thomas King,Country,male
Chris Tomlin,Rock,male
Chris Travis,Hip-hop,male
Chris Webby,Hip-hop,male
Chris Whitley,Rock,male
Chris Young,Country,male
Chris de Burgh,Pop,male
Chrisette Michele,Pop,female
Christa Ludwig,Classical,female
Christel Goltz,Classical,female
Christian Bautista,EDM,male
Christian Benda,Classical,male
Christian Death,Rock,male
Christian French,Pop,male
Christian Leave,Indie,male
Christian McBride,Jazz,male
Christian Nodal,Pop,male
Christian Scott aTunde Adjuah,Indie,male
Christian Sinding,Classical,male
Christie,Country,female
Christina Aguilera,EDM,female
Christina Grimmie,EDM,female
Christina Milian,EDM,female
Christina Perri,EDM,female
Christine Fan,Pop,female
Christine McVie,Oldies,female
Christine and the Queens,Pop,female
Christoph Willibald Gluck,Classical,male
Christopher Cross,Pop,male
Christopher Hogwood,Classical,male
Christopher Martin,EDM,male
Christopher Wilde,EDM,male
Christopher van Kampen,Classical,male
Chromatics,EDM,unknown
Chrome,EDM,unknown
Chrome Sparks,Indie,unknown
Chromeo,EDM,unknown
Chronixx,EDM,unknown
Chubb Rock,Hip-hop,male
Chubby Checker,Pop,unknown
Chucho Avellanet,Pop,unknown
Chuck,Rock,male
Chuck Berry,Rock,male
Chuck D,Hip-hop,male
Chuck Jackson,R&B,male
Chuck Mangione,Jazz,male
Chuck Prophet,Country,male
Chuck Wicks,Country,male
Chuck Willis,Jazz,male
Chuuwee,Hip-hop,unknown
Chuy Lizarraga y Su Banda Tierra Sinaloense,Pop,androgynous
Chyi Chin,Pop,androgynous
Chyi Yu,Pop,androgynous
Ciara,EDM,female
Ciaran Lavery,Indie,male
Cigarettes After Sex,Indie,unknown
Cilla Black,Pop,female
Cinderella,Metal,unknown
Circa Survive,Indie,unknown
Circa Waves,Indie,unknown
Cisco Adler,Indie,unknown
Cisco Houston,Oldies,male
Citizen King,Pop,male
Citizen Way,Pop,androgynous
City Girls,Pop,unknown
City High,Pop,unknown
City Of Birmingham Symphony Orchestra,Classical,unknown
City and Colour,Indie,unknown
City of London Sinfonia,Classical,androgynous
Civil Twilight,Indie,unknown
Ck9c,Pop,unknown
Clairo,Indie,unknown
Clams Casino,Hip-hop,unknown
Clan of Xymox,Rock,unknown
Clannad,Rock,unknown
Clap Your Hands Say Yeah,EDM,unknown
Clara Haskil,Classical,female
Clara Jaione,Pop,female
Clara Mae,Indie,female
Clare Dunn,Country,female
"Clarence ""Frogman"" Henry",R&B,male
"Clarence ""Gatemouth"" Brown",Rock,male
Clarence Ashley,Oldies,male
Clarence Carter,R&B,male
ClariS,Pop,unknown
Clark Terry,Jazz,male
Class Actress,Indie,unknown
Classics IV,Pop,unknown
Classixx,EDM,unknown
Claud,Indie,male
Claude Barzotti,Pop,male
Claude Bolling,Jazz,male
Claude Debussy,Classical,male
Claude François,Pop,male
Claudia Leitte,Pop,female
Claudio Abbado,Classical,male
Claudio Arrau,Classical,male
Claudio Baglioni,Pop,male
Claudio Scimone,Classical,male
Claudio Villa,Pop,male
Claus Ogerman,Pop,male
Clave 520,Pop,unknown
Clawfinger,Metal,unknown
Clay Walker,Country,male
Clean Bandit,EDM,unknown
Clear Conscience,Rock,unknown
Cledus T. Judd,Country,male
Cleveland Orchestra,Classical,male
Click,Pop,unknown
Cliff Jordan,Jazz,male
Cliff Richard,Pop,male
Cliff Richard & The Shadows,Pop,male
Clifford Brown,Jazz,male
Climax,Country,unknown
Climax Blues Band,Country,unknown
Climie Fisher,EDM,unknown
Clint Black,Country,male
Clipse,Hip-hop,unknown
Clue,Hip-hop,unknown
Cluster,Pop,unknown
Clutch,Metal,unknown
Clyde Carson,Rap,male
Coal Chamber,Metal,unknown
Coast,Indie,unknown
Coast Modern,Indie,unknown
Cobra Starship,EDM,unknown
Cochise,Rap,unknown
CocoRosie,EDM,unknown
Cocoa Tea,EDM,female
Coconut Records,Indie,unknown
Cocteau Twins,EDM,unknown
Codes In The Clouds,Rock,androgynous
Cody Jinks,Country,male
Cody Johnson,Country,male
Cody Simpson,EDM,male
Coheed and Cambria,Pop,unknown
Coi Leray,Rap,unknown
Colacho Mendoza,Pop,unknown
Colbie Caillat,EDM,unknown
Colby O'Donis,Pop,male
Cold,Pop,unknown
Cold Chisel,Pop,unknown
Cold Hart,Hip-hop,unknown
Cold War Kids,Indie,unknown
Coldplay,Pop,unknown
Cole Swindell,Country,male
Coleman Hawkins,Jazz,male
Coleman Hawkins Quartet,Jazz,male
Coleman Hell,Indie,male
Colette,Indie,female
Colin Blunstone,Pop,male
Colin James,Rock,male
Colin Munroe,Indie,male
Collections Of Colonies Of Bees,Indie,unknown
Collective Soul,Pop,unknown
Collie Buddz,EDM,unknown
Collin Raye,Country,male
Collin Walcott,Jazz,male
Colmillo Norteño,Pop,unknown
Colony House,Indie,unknown
Colosseum,Jazz,unknown
Colt Ford,Country,male
Colter Wall,Country,unknown
Colton Dixon,Pop,male
Com Truise,Indie,unknown
Coma Cinema,Indie,unknown
Combichrist,Metal,unknown
Comeback Kid,Metal,unknown
Comethazine,Hip-hop,unknown
Commander Cody and His Lost Planet Airmen,Country,male
Commodores,Oldies,unknown
Common,Hip-hop,unknown
Common Kings,Pop,unknown
Common Market,Hip-hop,unknown
Commonwealth Jones,Rock,male
Company,Country,unknown
Company B,Country,unknown
Compay Segundo,Jazz,male
Compost,Jazz,unknown
Compton's Most Wanted,Hip-hop,unknown
Con Funk Shun,Jazz,male
Conan Gray,Indie,male
Concentus Musicus Wien,Classical,unknown
Concertgebouworkest,Classical,unknown
Concerto Köln,Classical,unknown
Concrete Blonde,Pop,unknown
Confederate Railroad,Country,unknown
Conflict,Hip-hop,unknown
Conjunto Clásico,Jazz,unknown
Conlon Nancarrow,Classical,unknown
Connan Mockasin,EDM,unknown
Connie,Pop,female
Connie Francis,Pop,female
Connie Smith,Country,female
Connor Spiotto,Indie,male
Conor Maynard,EDM,male
Conrad Sewell,Pop,male
Consequence,Hip-hop,unknown
Conte Candoli,Jazz,unknown
Control,Hip-hop,unknown
Control Machete,Hip-hop,unknown
Converge,Metal,unknown
Conway Twitty,Country,male
Conway the Machine,Hip-hop,male
Cookie & The Cupcakes,Pop,female
Cool,Hip-hop,unknown
Cool C,Hip-hop,unknown
Cooliecut,Hip-hop,unknown
Coolio,Hip-hop,unknown
Corb Lund,Country,unknown
Corbin Bleu,Pop,male
Corey Hart,EDM,male
Corey Smith,Country,male
Corey Taylor,Rock,male
Cornelio Vega y su Dinastia,Pop,male
Cornell Campbell,Rock,male
Cornershop,Pop,unknown
Coro,Pop,female
Coro Cantores de Madrid,Classical,female
Corona,EDM,female
Coroner,Metal,unknown
Corrosion Of Conformity,Metal,unknown
Cortex,Jazz,unknown
Cortijo Y Su Combo,Jazz,androgynous
Cory Gunz,Rap,male
Cory Morrow,Country,male
CoryaYo,Jazz,unknown
Cosculluela,Hip-hop,unknown
Cosmic Gate,EDM,unknown
Cosmo Pyke,Indie,male
Cosmo Sheldrake,Pop,male
Costi,Pop,unknown
Coti,Pop,unknown
Cotton Jones,Indie,male
Council Estate Supermodels,Indie,unknown
Count Basie,Jazz,unknown
Count Five,Rock,male
Counting Crows,Pop,unknown
Country Joe & The Fish,Country,male
Country Joe McDonald,Rock,male
Course Of Nature,Pop,unknown
Courteeners,Indie,unknown
Courtney Barnett,Indie,female
Courtney Love,Rock,female
Cousin Emmy,Oldies,female
Cousin Stizz,Hip-hop,unknown
Coverdale/Page,Metal,unknown
Cowboy,Country,unknown
Cowboy Junkies,Country,unknown
Cowboy Mouth,Pop,unknown
Cowboy Troy,Country,male
Cozz,Hip-hop,unknown
Cracker,Country,unknown
Cradle Of Filth,Metal,unknown
Craft Spells,Indie,unknown
Craig Campbell,Country,male
Craig Cardiff,Indie,male
Craig David,EDM,male
Craig Douglas,Pop,male
Craig Mack,Hip-hop,male
Craig Morgan,Country,male
Craig Xen,Hip-hop,male
Cranes,Pop,unknown
Crash Kings,Rock,unknown
Crash Test Dummies,Pop,unknown
Crazy Cavan,Rock,male
Crazy Elephant,Pop,unknown
Crazy Frog,EDM,unknown
Crazy Horse,Country,unknown
Crazy P,EDM,unknown
Crazy Town,Metal,unknown
Cream,Rock,unknown
Crecer German,Pop,male
Creed,Country,unknown
Creedence Clearwater Revival,Country,unknown
Cri-Cri,Pop,unknown
Crime Mob,Hip-hop,unknown
Crimson Glory,Metal,unknown
Crispian St. Peters,Pop,unknown
Cristian,Pop,male
Cristian Castro,Pop,male
Cristian Vasile,Rock,male
Cristina Deutekom,Classical,female
Cristy Lane,Country,female
Cro-Mags,Oldies,unknown
Crooked Still,Oldies,unknown
Croosh,Hip-hop,unknown
"Crosby, Stills & Nash",Country,unknown
"Crosby, Stills, Nash & Young",Country,female
Cross Canadian Ragweed,Country,unknown
Crossfade,Metal,unknown
Crowbar,Metal,unknown
Crowded House,EDM,unknown
Crowder,Rock,unknown
Crown The Empire,Metal,female
Cru,Metal,unknown
Crucial Conflict,Hip-hop,unknown
Crumb,Indie,unknown
Crunchy Black,Hip-hop,unknown
Crush,Pop,unknown
Crush 40,Metal,unknown
Crvena Jabuka,Pop,unknown
Cry Of Love,Rock,male
Crypt The Warchild,Rap,female
Cryptic Slaughter,Metal,unknown
Crystal Castles,EDM,female
Crystal Gayle,Country,female
Crystal Shawanda,Country,female
Cuarto de Milla,Pop,female
Cub Sport,Hip-hop,unknown
Cuban Link,Hip-hop,unknown
Cuby & The Blizzards,Indie,female
Cuca,Rock,unknown
Cuco,Pop,unknown
Cuco Sánchez,Rock,unknown
Cueshé,Rock,unknown
Cuete,Hip-hop,unknown
Cults,EDM,unknown
Cultura Profética,Rock,unknown
Culture Beat,EDM,male
Culture Club,EDM,unknown
Cunninlynguists,Hip-hop,unknown
Cupid,EDM,unknown
Curren$y,Hip-hop,unknown
Current Joys,Indie,unknown
Current Swell,Indie,unknown
Cursive,EDM,unknown
Curtis Counce,Jazz,male
Curtis Fuller,Jazz,male
Curtis Grimes,Country,male
Curtis Lee,Pop,male
Curtis Stigers,Jazz,male
Curved Air,Jazz,unknown
Cut Copy,EDM,unknown
Cute Is What We Aim For,Pop,unknown
Cutting Crew,EDM,unknown
Cutty Ranks,EDM,unknown
CyHi The Prynce,Hip-hop,female
Cymande,EDM,unknown
Cyndi Lauper,EDM,female
Cyndi Thomson,Country,female
Cypress Hill,Hip-hop,unknown
Cypress Spring,Country,female
Cyprien Katsaris,Classical,male
Cyril Scott,Classical,male
Czech Philharmonic Orchestra,Classical,unknown
Czerwone Gitary,Pop,unknown
Céline Dion,EDM,female
César Franck,Classical,male
Céu,Indie,unknown
Código FN,Pop,unknown
Cómplices,Pop,unknown
D Savage,Hip-hop,unknown
D-A-D,Pop,unknown
D-Lo,EDM,unknown
D-Loc,Pop,unknown
D-Train,Pop,unknown
D. Brubeck,Jazz,unknown
D. Gonzalez,Pop,unknown
D. K. Pattammal,Classical,unknown
D. Modugno,Pop,unknown
D. Smith,Country,unknown
D.E.A. Dead End Alliance,Rap,unknown
D.I.T.C.,Hip-hop,unknown
D.L. Menard,Pop,unknown
D.R.I.,Metal,unknown
D/O,Country,unknown
D12,Hip-hop,unknown
D33J,Hip-hop,unknown
D4L,Hip-hop,unknown
DAOKO,Pop,unknown
DAY26,EDM,unknown
DC Talk,Rock,unknown
DCMBR,Rap,unknown
DDG,Rap,unknown
DDT,Pop,unknown
DEAN,Pop,unknown
DEAN FUJIOKA,EDM,unknown
DERYL DODD,Country,unknown
DES,EDM,unknown
DEV,Country,unknown
DEVO,EDM,unknown
DHT,EDM,unknown
DIIV,Indie,unknown
DING DONG,EDM,unknown
DINO,Indie,unknown
DJ Alex,Pop,male
DJ Aligator,EDM,unknown
DJ Babu,Hip-hop,male
DJ Bobo,EDM,male
DJ Cam,EDM,female
DJ Clue,Hip-hop,unknown
DJ DMD,Rap,unknown
DJ Drama,Hip-hop,unknown
DJ ESCO,Hip-hop,unknown
DJ Encore,EDM,unknown
DJ Felli Fel,Pop,unknown
DJ Fresh,Hip-hop,unknown
DJ Jazzy Jeff,Hip-hop,male
DJ Jazzy Jeff & The Fresh Prince,Hip-hop,male
DJ Kay Slay,Rap,male
DJ Khaled,EDM,male
DJ Kool,Hip-hop,unknown
DJ Luian,Hip-hop,unknown
DJ Luke Nasty,Hip-hop,male
DJ Nelson,Hip-hop,male
DJ Paul,Hip-hop,male
DJ Premier,Hip-hop,unknown
DJ Quik,Hip-hop,unknown
DJ Sammy,EDM,male
DJ Screw,Hip-hop,unknown
DJ Shadow,EDM,unknown
DJ Snake,EDM,unknown
DMX,Hip-hop,unknown
DNCE,EDM,unknown
DNMO,EDM,unknown
DOWN,Metal,unknown
DPR LIVE,Pop,unknown
DRAM,Pop,unknown
DRAMA,Hip-hop,unknown
DREAMERS,Indie,unknown
DREAMS COME TRUE,Pop,unknown
DROELOE,EDM,unknown
DRS,Hip-hop,unknown
DVBBS,EDM,unknown
Da Brat,Hip-hop,androgynous
Da Vinci's Notebook,Pop,androgynous
DaBaby,Hip-hop,unknown
DaVido,Hip-hop,unknown
Dabin,EDM,unknown
Dada,EDM,unknown
Daddy Yankee,Hip-hop,unknown
Dae Dae,Hip-hop,androgynous
Dagames,Pop,unknown
Dale Carnegie,EDM,male
Dale Clevenger,Classical,male
Daler Mehndi,Hip-hop,male
Dalida,Pop,female
Dalis Car,Rock,unknown
Dallas Holm,Rock,male
Dallas Smith,Country,male
DallasK,EDM,unknown
Dalmata,Hip-hop,unknown
Damage,Rap,unknown
Damageplan,Metal,unknown
Dame Joan Sutherland,Classical,female
Damien Jurado,Country,male
Damien Rice,Pop,male
Damn Yankees,Metal,unknown
Dan + Shay,Country,male
Dan Auerbach,Indie,male
Dan Balan,Pop,male
Dan Black,Pop,male
Dan Bull,Pop,male
Dan Cray Trio,Jazz,male
Dan Croll,Pop,male
Dan Deacon,EDM,male
Dan Fogelberg,Country,male
Dan Gellert,Oldies,male
Dan Hill,Oldies,male
Dan Penn,Country,male
Dan Reeder,Indie,male
Dan Seals,Country,male
Dan Zanes,Indie,male
Dana Dane,Hip-hop,female
Dance Gavin Dance,Indie,male
Dandy Livingstone,Rock,male
Danelle Sandoval,Indie,female
Danger,Hip-hop,unknown
Danger Danger,Hip-hop,unknown
Danger Doom,Hip-hop,unknown
Danger Incorporated,Hip-hop,unknown
Dangerous Toys,Metal,unknown
DaniLeigh,Pop,unknown
Daniel Balavoine,Pop,male
Daniel Barenboim,Classical,male
Daniel Bedingfield,EDM,male
Daniel Blume,Pop,male
Daniel Caesar,Pop,male
Daniel Ho,Classical,male
Daniel Hope,Classical,male
Daniel Johnston,Indie,male
Daniel Lavoie,Pop,male
Daniel Lee,Country,male
Daniel Levi,Pop,male
Daniel Merriweather,Pop,male
Daniel O'Donnell,Country,male
Daniel Powter,Pop,male
Daniel Viglietti,Pop,male
Daniela Andrade,Pop,female
Daniela Romo,Pop,female
Daniella,Indie,female
Danielle Bradbery,Country,female
Danielle Dax,Rock,female
Daniil Shafran,Classical,male
Daniil Trifonov,Classical,male
Danity Kane,EDM,male
Danna Paola,Pop,female
Danny & The Juniors,Pop,male
Danny Barker,Jazz,male
Danny Brown,Hip-hop,male
Danny Chan,Pop,male
Danny Grissett,Jazz,male
Danny O'Keefe,Country,male
Danny Ocean,Pop,male
Danny Rivera,Pop,male
Danny Schmidt,Indie,male
Danny Towers,Hip-hop,male
Danny Wilson,Pop,male
Danny Wright,Pop,male
Dante Klein,EDM,male
Danza Invisible,Pop,unknown
Danzig,Metal,unknown
Dara Jamchan,Rock,female
Darell,Hip-hop,male
Dario Baldan Bembo,Pop,male
Dario G,Pop,male
Darius,Country,male
Darius Milhaud,Classical,male
Darius Rucker,Country,male
Dariush,Pop,male
Dark Angel,Metal,male
Dark new Day,Metal,unknown
Darkest Hour,Metal,unknown
Darkthrone,Metal,unknown
Darlene Love,Pop,female
Daron Malakian and Scars On Broadway,Metal,male
Darondo,Indie,unknown
Darrell Scott,Indie,male
Darryl Worley,Country,male
Darude,EDM,unknown
Daryl Braithwaite,Pop,male
Daryl Hall,Oldies,male
Daryl Hall & John Oates,Oldies,male
Daryle Singletary,Country,male
Das EFX,Hip-hop,unknown
Dash Berlin,EDM,unknown
Dash Rip Rock,Rock,androgynous
Dashboard Confessional,Pop,unknown
Datsik,EDM,unknown
Daughter,Pop,unknown
Daughtry,Pop,unknown
Dave,Pop,male
"Dave ""Baby"" Cortez",Jazz,male
Dave Alvin,Country,male
Dave Barker,Rock,male
Dave Barnes,Indie,male
Dave Bartholomew,R&B,male
Dave Berry,Pop,male
Dave Black,Hip-hop,male
Dave Brubeck,Jazz,male
Dave Brubeck Trio,Jazz,male
"Dave Dee, Dozy, Beaky, Mick & Tich",Pop,male
Dave Dudley,Country,male
Dave Edmunds,Country,male
Dave Grohl,Rock,male
Dave Grusin,Jazz,male
Dave Holland,Jazz,male
Dave Holland Quartet,Jazz,male
Dave Hollister,Pop,male
Dave Koz,Jazz,male
Dave Loggins,Oldies,male
Dave Mason,Country,male
Dave Matthews,Pop,male
Dave Matthews Band,Pop,male
Dave Rawlings Machine,Country,male
Dave Sereny,Jazz,male
Dave Simon,Indie,male
Dave Stewart,Pop,male
Dave Thomas Junior,Pop,male
Dave Valentin,Jazz,male
Dave Van Ronk,Rock,male
Dave Wong,Pop,male
Dave and Sugar,Country,male
Daveed Diggs,Hip-hop,unknown
David Allan Coe,Country,male
David Archuleta,EDM,male
David Axelrod,Jazz,male
David Ball,Country,male
David Banner,Hip-hop,male
David Benoit,Jazz,male
David Bisbal,Pop,male
David Bowie,EDM,male
David Bromberg,Country,male
David Broza,Pop,male
David Byrne,EDM,male
David Cassidy,Pop,male
David Cook,Pop,male
David Crosby,Country,male
David Crowder Band,Rock,male
David Darling,Pop,male
David Draiman,Metal,male
David Dundas,Pop,male
David Essex,Pop,male
David Foster,Rock,male
David Frizzell,Country,male
David Gates,Oldies,male
David Geringas,Classical,male
David Gilmour,Rock,male
David Gray,Pop,male
David Grisman,Jazz,male
David Guetta,EDM,male
David Hazeltine,Jazz,male
David Hemmings,Rock,male
David Johansen,Rock,male
David Lee,Country,male
David Lee Murphy,Country,male
David Lee Roth,Metal,male
David Lindley,Rock,male
David Lui,Pop,male
David Meece,Rock,male
David Nail,Country,male
David Oistrakh,Classical,male
David Pack,Rock,male
David Pomeranz,Rock,male
David Sanborn,Jazz,male
David Shaw,Hip-hop,male
David Shifrin,Classical,male
David Soul,Pop,male
David Sylvian,Pop,male
David T. Walker,Jazz,male
David Tao,Pop,male
David Tudor,Classical,male
David Zinman,Classical,male
Dawes,Country,unknown
Dawin,Pop,unknown
Dawn,Pop,female
Dawn Penn,Rock,female
Dawn Upshaw,Classical,female
Dax,Hip-hop,male
Day Wave,Indie,unknown
Daya,EDM,female
Dayglow,Indie,unknown
Days Of The New,Metal,female
Daz,Hip-hop,unknown
Daz Dillinger,Hip-hop,unknown
De La Ghetto,Hip-hop,androgynous
De La Soul,Hip-hop,androgynous
De Leone,Hip-hop,androgynous
De Sica Vittorio,Pop,androgynous
De Spelbrekers,Pop,androgynous
De-Phazz,EDM,unknown
DeGarmo & Key,Metal,male
DeJ Loaf,Hip-hop,unknown
DeVotchKa,Indie,unknown
DeYarmond Edison,Indie,male
Dea Garbaccio,Pop,female
Dead Can Dance,Classical,androgynous
Dead Kennedys,Rock,unknown
Dead Meadow,Rock,female
Dead Moon,Pop,androgynous
Dead Or Alive,EDM,unknown
Dead Poetic,Metal,unknown
Dead Prez,Hip-hop,unknown
Dead To Me,Indie,androgynous
Dead by April,Metal,female
Deadsy,Metal,unknown
Deaf Kev,EDM,male
Dean Brody,Country,male
Dean Campbell,Country,male
Dean Friedman,Rock,male
Dean Lewis,Pop,male
Dean Martin,Jazz,male
Deana Carter,Country,female
Death,Metal,unknown
Death Angel,Metal,male
Death Cab for Cutie,Indie,unknown
Death From Above 1979,EDM,unknown
Death Grips,Hip-hop,unknown
Death In June,Classical,androgynous
Death In Vegas,EDM,androgynous
Debbie Gibson,Pop,female
Debbie Harry,Pop,female
Debby Boone,Pop,female
Deborah Allen,Country,female
Deborah Cox,Pop,female
Declan McKenna,Indie,male
Decyfer Down,Rock,unknown
Dee Clark,Pop,female
Dee Dee Sharp,Pop,female
Dee Dee Warwick,Pop,female
Dee Watkins,Rap,female
Deee-Lite,Pop,unknown
Deep Blue Something,Pop,female
Deep Purple,Metal,female
Deer Tick,Country,unknown
Deerhunter,EDM,unknown
Def Jef,Hip-hop,male
Def Leppard,Rock,unknown
Def Squad,Hip-hop,unknown
Default,Pop,unknown
"Defiance, Ohio",Indie,unknown
Defqwop,EDM,unknown
Deftones,Indie,unknown
Deicide,Metal,unknown
Deion Reverie,Indie,male
Del Amitri,Pop,female
Del McCoury,Oldies,female
Del Shannon,Pop,female
Del The Funky Homosapien,Hip-hop,female
Delaney & Bonnie,Rock,female
Delaney Jane,Indie,female
Delbert McClinton,Country,male
Delinquent Habits,Hip-hop,unknown
Delirious?,Rock,unknown
Della,Rap,female
Della Reese,Jazz,female
Delta Rae,Pop,female
Delta Spirit,Indie,unknown
Deltron 3030,Hip-hop,unknown
Dem Franchize Boyz,Hip-hop,unknown
Demented Are Go,Rock,male
Demi Lovato,EDM,female
Demis Roussos,Pop,male
Demon Hunter,Metal,male
Demrick,Hip-hop,unknown
Demun Jones,Country,male
Denis Matsuev,Classical,male
Denise Duval,Classical,female
Dennis Brain,Classical,male
Dennis Brown,Rock,male
Dennis DeYoung,Rock,male
Dennis Lloyd,Pop,male
Dennis Wilson,Country,male
Denzel Curry,Hip-hop,male
Deodato,Jazz,male
Deorro,EDM,unknown
Depeche Mode,EDM,unknown
Depswa,Metal,unknown
Derek & The Dominos,Country,male
Derek Minor,Hip-hop,male
Derek Trucks,Country,male
Dermot Kennedy,Pop,male
Derrick Harriott,Rock,male
Derrick Morgan,Rock,male
Des Rocs,Rock,male
Desaparecidos,Indie,unknown
Desert Sessions,Metal,unknown
Desiigner,Hip-hop,unknown
Desmond Cheese,EDM,male
Desmond Dekker,Rock,male
Desmond Dekker & The Aces,Rock,male
Destiny's Child,EDM,unknown
Destra,EDM,unknown
Destroy Boys,Indie,unknown
Destroy Rebuild Until God Shows,Metal,unknown
Destroyer,Country,unknown
Destruction,Metal,unknown
Destructo,EDM,unknown
Detroit Symphony Orchestra,Classical,unknown
Deuce,Hip-hop,unknown
Dev,Country,unknown
Devault,EDM,unknown
DevilDriver,Metal,unknown
Devin Dawson,Country,male
Devin The Dude,Hip-hop,male
Devin Townsend,Metal,male
Devon Allman,Rock,male
Devon Baldwin,Indie,male
Devour,Rap,unknown
Devvon Terrell,Pop,male
Dexter Freebish,Pop,male
Dexter Gordon,Jazz,male
Dexter Wansel,Jazz,male
Dexys Midnight Runners,EDM,unknown
Dhani Harrison,Rock,male
Di Melo,Indie,female
Diabolic,Hip-hop,unknown
Diamond D,Pop,female
Diamond Head,Metal,female
Diamond Rio,Country,female
Diana Krall,Jazz,female
Diana Ross,Oldies,female
Diana Yang,Pop,female
Diane Coffee,Pop,female
Diane Schuur,Jazz,female
Dianne Reeves,Jazz,female
Dice Raw,Rap,unknown
Dick Curless,Country,male
