name,filtered_genre,gender,race,api,black,hispanic,white
Bo Diddley,R&B,male,white,0.004541862,0.05696253,0.025063304,0.9134323
Bo Donaldson & The Heywoods,Pop,male,white,0.005691918,0.22425002,0.025924772,0.74413323
Bo Napoleon,Pop,male,hispanic,0.1013923,0.035446983,0.6970566,0.1661041
Bo Roc,Country,male,white,0.046282392,0.096248426,0.07962069,0.7778485
Bo Skovhus,Classical,male,white,0.001678602,0.015170977,0.008304067,0.9748463
BoA,EDM,unknown,api,0.4389644,0.030053414,0.10990697,0.42107522
Boards of Canada,EDM,unknown,white,0.025955003,0.011726835,0.12056447,0.8417537
Boaz Daniel,Classical,male,white,0.002399217,0.11547973,0.017399322,0.8647218
Bob & Marcia,Rock,male,white,0.009107265,0.023880966,0.3238445,0.64316726
Bob Andy,Rock,male,white,0.032189492,0.1880173,0.01750507,0.7622881
Bob B. Soxx & The Blue Jeans,Pop,male,white,0.003196986,0.20039633,0.006824556,0.78958213
Bob Baldwin,Jazz,male,white,0.004803467,0.13384438,0.014631967,0.8467202
Bob Berg,Jazz,male,white,0.002986942,0.021553773,0.011043227,0.9644161
Bob Brookmeyer,Jazz,male,white,0.005041724,0.021431386,0.012298958,0.9612279
Bob Cooper,Jazz,male,white,0.004379978,0.24320342,0.017902024,0.73451465
Bob Cranshaw,Jazz,male,white,0.0071554,0.07783397,0.007124018,0.9078866
Bob Dylan,Country,male,white,0.010653338,0.030167287,0.0276686,0.93151075
Bob Enevoldsen,Jazz,male,white,0.0010963,0.001721554,0.008220669,0.9889615
Bob James,Jazz,male,white,0.006738766,0.26236483,0.03827182,0.69262457
Bob Lind,Rock,male,white,0.002645603,0.25664508,0.016266646,0.72444266
Bob Luman,Rock,male,white,0.007748586,0.095769085,0.052074756,0.84440756
Bob Moses,EDM,male,white,0.07325426,0.13158906,0.3046641,0.49049258
Bob Mould,Pop,male,white,0.002367233,0.09311748,0.013522961,0.89099234
Bob Seger,Country,male,white,0.001962868,0.003539206,0.023701161,0.97079676
Bob Sinclar,EDM,male,white,0.027746819,0.056074332,0.040533576,0.8756453
Bob Weir,Country,male,white,0.004515937,0.015255508,0.015627198,0.9646014
Bob Welch,Country,male,white,0.00130305,0.16927804,0.014817772,0.81460106
Bob Wills,Country,male,white,0.002547881,0.21365574,0.023559071,0.7602373
Bob Wills & His Texas Playboys,Country,male,white,0.004396747,0.14287181,0.019676903,0.8330546
Bobaflex,Indie,unknown,white,0.006890024,0.037616063,0.014454827,0.9410391
Bobbi Humphrey,Jazz,female,white,0.002675566,0.090410836,0.018014403,0.88889927
Bobbie Gentry,Country,female,white,0.004045289,0.059962668,0.014612677,0.9213793
Bobby Bare,Country,male,white,0.004864262,0.05984104,0.022617795,0.91267693
Bobby Brackins,Pop,male,white,0.004206441,0.21849455,0.017074179,0.7602248
Bobby Brown,EDM,male,white,0.002725684,0.29937053,0.01727016,0.6806336
Bobby Caldwell,Rock,male,white,0.002859016,0.053900592,0.014586778,0.9286536
Bobby Chen,Indie,male,white,0.002839459,0.10016788,0.024343895,0.8726487
Bobby Creekwater,Hip-hop,male,white,0.00442034,0.07809025,0.008287833,0.90920156
Bobby Cruz,Jazz,male,white,0.0998605,0.026182752,0.42157617,0.45238057
Bobby Darin,Jazz,male,white,0.003969797,0.17584278,0.013879084,0.8063083
Bobby Day,R&B,male,white,0.003251817,0.19906968,0.015611086,0.78206736
Bobby Freeman,Pop,male,white,0.002966377,0.23277244,0.015494566,0.74876666
Bobby Goldsboro,Pop,male,white,0.004408521,0.055268146,0.01950021,0.9208231
Bobby Hackett,Jazz,male,white,0.002439306,0.24581213,0.023422943,0.7283256
Bobby Hart,Pop,male,white,0.003488055,0.115354195,0.025050819,0.8561069
Bobby Hutcherson,Jazz,male,white,0.002681285,0.2666457,0.015913228,0.71475977
Bobby Lee Trammell,Rock,male,white,0.002804544,0.063638076,0.013099393,0.920458
Bobby Lewis,R&B,male,white,0.002259201,0.28470325,0.018546153,0.6944914
Bobby Lord,Rock,male,white,0.003875694,0.11200639,0.017787127,0.86633074
Bobby Lyle,Jazz,male,white,0.001758653,0.090010054,0.015386841,0.8928445
Bobby Marchan,R&B,male,white,0.002598853,0.05393182,0.016927026,0.9265423
Bobby Rydell,Pop,male,white,0.002074733,0.028814921,0.015027215,0.95408314
Bobby Sherman,Pop,male,white,0.002129251,0.028381763,0.016190244,0.9532988
Bobby Shmurda,Rap,male,white,0.013645764,0.015851313,0.021553556,0.94894934
Bobby Solo,Pop,male,white,0.00454701,0.008367893,0.015493536,0.9715916
Bobby Timmons,Jazz,male,white,0.003175482,0.35088137,0.011387456,0.6345556
Bobby V.,Hip-hop,male,white,0.003599619,0.12884443,0.017053975,0.85050195
Bobby Valentin,Hip-hop,male,white,0.00338764,0.038092792,0.027472235,0.9310473
Bobby Vee,Pop,male,white,0.003145084,0.31039378,0.013853501,0.6726076
Bobby Vinton,Pop,male,white,0.004689338,0.105067044,0.015915263,0.8743284
Bobo,EDM,male,white,0.020241223,0.22772774,0.07040109,0.68162996
Bodeans,Pop,unknown,white,0.002338346,0.14665176,0.021139396,0.82987046
Body Count,Metal,unknown,white,0.004185143,0.18086214,0.022528477,0.79242426
Bodyjar,Rock,unknown,white,0.004112505,0.06580925,0.026934316,0.90314394
Bola Sete,Jazz,unknown,hispanic,0.09817058,0.017579943,0.64320236,0.24104707
Bolbbalgan4,Pop,unknown,white,0.011272311,0.041369826,0.028664272,0.9186936
Bolt Thrower,Metal,unknown,white,0.005949879,0.010844844,0.015568486,0.9676368
Bomb the Music Industry!,Indie,unknown,white,0.005853175,0.0488217,0.020209083,0.925116
Bomba Estéreo,Rock,unknown,white,0.0830494,0.011002666,0.17388824,0.73205966
Bombay Bicycle Club,EDM,unknown,white,0.001595601,0.003743267,0.020192282,0.9744689
Bombay Jayashri,Pop,unknown,api,0.60082006,0.014647473,0.04068459,0.3438479
Bon Iver,Indie,androgynous,white,0.004607021,0.16892463,0.020640275,0.80582803
Bon Jovi,Metal,androgynous,white,0.005972376,0.26559734,0.055817936,0.67261237
Bondo,Indie,unknown,white,0.057136685,0.10395119,0.19105507,0.647857
Bone Crusher,Hip-hop,unknown,white,0.004365223,0.12016677,0.01777846,0.8576895
Bone Symphony,Pop,unknown,white,0.004098724,0.072449096,0.016912082,0.9065401
Bone Thugs-N-Harmony,Hip-hop,unknown,white,0.011353917,0.08009716,0.025855243,0.8826937
Bonet De San Pedro Y Los 7 De Palma,Pop,androgynous,hispanic,0.04956826,0.003194438,0.49514845,0.45208886
Boney James,Jazz,male,white,0.012703008,0.27001348,0.04299582,0.6742877
Boney M.,Pop,unknown,white,0.005827359,0.13244104,0.02665341,0.83507824
Bongzilla,Metal,unknown,white,0.010565938,0.005029994,0.015638366,0.9687657
Bonn,Country,unknown,white,0.005932387,0.07925586,0.021209674,0.8936021
"Bonnie ""Prince"" Billy",Country,female,white,0.00379626,0.027478263,0.0231687,0.94555676
Bonnie McKee,Pop,female,white,0.002657474,0.17019191,0.011674276,0.81547636
Bonnie Raitt,Country,female,white,0.010149324,0.09368843,0.018975828,0.8771864
Bonnie Tyler,Pop,female,white,0.00422462,0.123785764,0.019285968,0.8527037
Bonny Cepeda,Pop,female,white,0.020785872,0.01320213,0.06681525,0.89919674
Bono,EDM,male,white,0.012640224,0.034082826,0.11045953,0.8428174
Bonobo,EDM,unknown,hispanic,0.024905425,0.030879665,0.69327354,0.25094137
Boo,Pop,androgynous,white,0.19468817,0.03746398,0.040938552,0.7269093
Boo And Gotti,Rap,androgynous,white,0.011764795,0.015005543,0.04709888,0.9261308
Boo-Yaa T.R.I.B.E.,Hip-hop,unknown,white,0.022421507,0.15969127,0.03045693,0.7874303
Booba,Hip-hop,unknown,white,0.055216145,0.05215599,0.12571242,0.76691544
Boogie,Pop,unknown,white,0.002615937,0.22540353,0.020878725,0.75110185
Boogie Boys,Hip-hop,unknown,white,0.003413683,0.13969825,0.024059575,0.83282846
Boogie Down Productions,Hip-hop,unknown,white,0.002208062,0.10921283,0.022593623,0.86598545
Book Of Love,EDM,male,white,0.008028029,0.08427511,0.017301297,0.8903956
Booker Ervin,Jazz,male,white,0.004194304,0.32752606,0.014973832,0.65330577
Booker Little,Jazz,male,white,0.00294466,0.21000132,0.016910456,0.7701435
BoomBox,EDM,unknown,white,0.001125147,0.24266933,0.010626086,0.7455794
Boombox Cartel,EDM,unknown,white,0.00375486,0.020316442,0.015973527,0.9599552
Boondock Kingz,Country,unknown,white,0.004505517,0.056160573,0.015239233,0.9240947
Boondox,Country,unknown,white,0.001264187,0.20807976,0.005809538,0.78484654
Boosie Badazz,Hip-hop,unknown,white,0.028829245,0.26752865,0.020477043,0.683165
Borgeous,EDM,unknown,white,0.001017773,0.3808413,0.021536091,0.59660476
Borgore,EDM,unknown,white,0.002838071,0.108273275,0.021510908,0.86737776
Boris Dlugosch,EDM,male,white,0.005036034,0.011421559,0.010518176,0.9730242
Boris Gardiner,Rock,male,white,0.006919645,0.03033139,0.033702668,0.9290463
Born Of Osiris,Metal,unknown,white,0.004779408,0.009481594,0.010643102,0.9750959
Borodin Quartet,Classical,unknown,white,0.029418966,0.084635854,0.11942018,0.766525
Boss,Rock,unknown,white,0.006368514,0.17137164,0.025803,0.7964569
Boston,Country,unknown,white,0.001565601,0.32061824,0.011625061,0.66619104
Boston Symphony Orchestra,Classical,unknown,white,0.010146517,0.002839483,0.004361275,0.9826528
Bottleneck,Country,unknown,white,0.001321407,0.00599634,0.006929888,0.9857524
Bounty Killer,EDM,unknown,white,0.002809697,0.041544396,0.013566907,0.942079
Bow Wow,EDM,unknown,white,0.003491397,0.062067237,0.011951434,0.92248994
Bow Wow Wow,EDM,unknown,white,0.002365487,0.084318474,0.01286599,0.90045005
Bowery Electric,Pop,unknown,white,0.003949508,0.010486019,0.012796473,0.97276795
Bowling For Soup,Pop,unknown,white,0.004570411,0.124869026,0.01535029,0.8552103
Box Car Racer,Pop,unknown,white,0.004479135,0.03671508,0.035375986,0.9234298
Boy & Bear,Indie,male,white,0.004271905,0.12493956,0.017681021,0.8531075
Boy George,EDM,male,white,0.012494365,0.11456296,0.02469288,0.8482498
Boy In Space,Indie,male,white,0.002759459,0.17262356,0.012891362,0.8117256
Boy Matthews,EDM,male,white,0.004314318,0.30237088,0.018626865,0.6746879
Boy Meets Girl,Pop,male,white,0.005279889,0.1736106,0.018271683,0.8028378
Boyce Avenue,Pop,male,white,0.003144167,0.16267265,0.015614899,0.8185682
Boyinaband,Pop,unknown,white,0.005175052,0.06506186,0.015379921,0.9143832
Boys Like Girls,Pop,unknown,white,0.004598704,0.20482418,0.031905998,0.7586711
Boyz II Men,Pop,male,api,0.56214565,0.012805166,0.092799716,0.33224943
Boyz N Da Hood,Hip-hop,androgynous,white,0.015616025,0.14422376,0.015726713,0.82443357
Boyzone,EDM,unknown,white,0.005523123,0.08728409,0.024719182,0.8824736
Boz Scaggs,Country,unknown,white,0.001990271,0.041595437,0.016256023,0.94015825
Brabo Gator,Country,unknown,white,0.007183763,0.20738105,0.033746175,0.751689
Bracket,EDM,unknown,white,0.002394859,0.114205055,0.021575898,0.8618242
Brad Knauber,Pop,male,white,0.00401828,0.00190497,0.014109814,0.97996694
Brad Mehldau,Jazz,male,white,0.001623094,0.001510929,0.022162339,0.97470367
Brad Mehldau Trio,Jazz,male,white,0.2391089,0.004560547,0.20447798,0.5518526
Brad Paisley,Country,male,white,0.008392866,0.18352023,0.0293521,0.77873486
Brad Sucks,Indie,male,white,0.002728042,0.2507645,0.011821676,0.7346857
Braken,Rap,unknown,white,0.001655348,0.08207156,0.01023261,0.90604043
Branches,Indie,unknown,white,0.01969957,0.10391294,0.2107245,0.66566294
Branchez,EDM,unknown,hispanic,0.007715053,0.006160763,0.90155375,0.0845704
Brand New,Pop,male,white,0.01172531,0.113624744,0.018684687,0.8559653
Brand Nubian,Hip-hop,male,white,0.015389869,0.07920254,0.0324076,0.87299997
Brandi Carlile,Indie,female,white,0.005495169,0.05060027,0.016994707,0.9269098
Brandon Fields,Jazz,male,white,0.003184811,0.27434576,0.018912673,0.7035568
Brandon Flowers,Indie,male,white,0.001748957,0.27534485,0.015426598,0.7074796
Brandon Heath,Rock,male,white,0.003078497,0.27116588,0.015727147,0.71002847
Brandon Jenkins,Country,male,white,0.002873042,0.3622261,0.006890708,0.62801015
Brandon Lay,Country,male,white,0.00339581,0.11192594,0.01855423,0.86612403
Brandon Rhyder,Country,male,white,0.004098061,0.12652981,0.020290824,0.8490813
Brandy,EDM,female,white,0.002996652,0.31501198,0.015644696,0.6663467
Branford Marsalis,Jazz,unknown,white,0.008960492,0.039920058,0.009492341,0.9416271
Branford Marsalis Quartet,Jazz,unknown,api,0.44116148,0.108389094,0.061850198,0.38859913
Brant Bjork,Metal,male,white,0.002168213,0.00266476,0.011689773,0.9834773
Brantley Gilbert,Country,male,white,0.003501445,0.08862173,0.016958114,0.8909187
Brass Construction,Jazz,unknown,white,0.003003777,0.09956775,0.017302973,0.88012546
Brasstracks,Pop,unknown,white,0.003344429,0.26160112,0.009879166,0.7251752
Bratmobile,Indie,unknown,white,0.008383933,0.052900415,0.055631176,0.8830844
Bravehearts,Rap,unknown,white,0.004532031,0.055849925,0.012467467,0.92715055
Brazos,Indie,unknown,hispanic,0.022088863,0.0034668,0.9292089,0.045235433
Brazos Valley Boys,Country,unknown,white,0.040212326,0.061224937,0.061839063,0.8367236
Bread,Oldies,unknown,white,0.001836631,0.0665223,0.007590226,0.9240508
Breakbot,EDM,unknown,white,0.00409525,0.027253218,0.019982321,0.94866925
Breaking Benjamin,Metal,male,white,0.112979904,0.11713456,0.059052486,0.710833
Breaking Point,Pop,unknown,white,0.006181399,0.11257248,0.018326461,0.8629197
Breakout,Pop,unknown,white,0.001532372,0.1026939,0.01251026,0.8832634
Breakwater,Indie,unknown,white,0.002761788,0.061611254,0.010251164,0.92537576
Breathe,EDM,unknown,white,0.002510015,0.39090478,0.021835841,0.58474934
Breathe Carolina,EDM,female,white,0.033338558,0.031255182,0.2884557,0.64695054
Breeze,Hip-hop,unknown,white,0.003340599,0.054498084,0.022726864,0.9194344
Brenda,Pop,female,white,0.02433214,0.009338906,0.33584028,0.63048863
Brenda Lee,Pop,female,white,0.003659125,0.13525178,0.019757021,0.841332
Brenda Russell,Jazz,female,white,0.001878372,0.053802747,0.016572326,0.92774653
Brendan Maclean,Pop,male,white,0.003422293,0.06941636,0.008897949,0.9182634
Brendon Urie,Pop,male,white,0.002134598,0.17872946,0.009716133,0.8094199
Brennan Savage,Hip-hop,male,white,0.008286906,0.053172633,0.009979972,0.9285605
Brent Cobb,Indie,male,white,0.003430724,0.088096865,0.015217287,0.8932551
Brent Faiyaz,Rap,male,hispanic,0.043300446,0.015898198,0.82599556,0.114805736
Brett Dennen,Indie,male,white,0.005919588,0.019419165,0.017153254,0.957508
Brett Eldredge,Country,male,white,0.001531281,0.02794676,0.022341909,0.9481801
Brett Young,Country,male,white,0.00438337,0.08840151,0.020460395,0.8867547
Brewer & Shipley,Country,unknown,white,0.00407859,0.061786026,0.016842637,0.9172927
Brian Bennett,Jazz,male,white,0.005641221,0.071530074,0.029687373,0.8931414
Brian Blade,Jazz,male,white,0.015986511,0.044869326,0.0987155,0.8404287
Brian Crain,Classical,male,white,0.013184491,0.12115997,0.031889923,0.8337657
Brian Culbertson,Jazz,male,white,0.003313953,0.032125555,0.01062755,0.953933
Brian Eno,EDM,male,white,0.011525361,0.010975731,0.08282052,0.89467835
Brian Hyland,Pop,male,white,0.002669769,0.013756975,0.014014801,0.9695584
Brian May,Rock,male,white,0.00634627,0.21391883,0.013411243,0.7663237
Brian McKnight,EDM,male,white,0.004386123,0.13351518,0.017003566,0.84509516
Brian Setzer,Rock,male,white,0.002299682,0.00467869,0.009145182,0.9838764
Brian Tuey,Pop,male,white,0.004451551,0.15510635,0.021900184,0.81854194
Brian Wilson,Pop,male,white,0.00516043,0.05517363,0.020515244,0.9191507
Brick + Mortar,Rock,unknown,white,0.015601117,0.035083808,0.090418786,0.85889626
Bridgit Mendler,EDM,unknown,white,0.003471523,0.007387166,0.015037273,0.97410405
Bright Eyes,Indie,unknown,white,0.00428841,0.02082972,0.007998751,0.96688306
Brigitte Engerer,Classical,female,white,0.001862331,0.003859611,0.010863442,0.9834146
Brigitte Fontaine,Rock,female,white,0.004101614,0.06322719,0.020789215,0.9118819
Bring Me The Horizon,Metal,androgynous,white,0.10375432,0.29424682,0.045795515,0.5562033
Brinsley Schwarz,Country,unknown,white,0.001934472,0.000679045,0.003248415,0.9941381
Brisco,Hip-hop,unknown,white,0.007891457,0.080597974,0.099840954,0.81166965
Briston Maroney,Indie,unknown,white,0.003080745,0.12778182,0.014678796,0.8544586
Britney Spears,EDM,female,white,0.001544075,0.0535605,0.01667001,0.9282254
Britny Fox,Metal,unknown,white,0.002709159,0.06527679,0.017127598,0.9148865
Britt Nicole,EDM,female,white,0.005057647,0.03554156,0.014080634,0.9453201
Britt Woodman,Jazz,female,white,0.004379722,0.04530053,0.024081701,0.926238
Bro Safari,EDM,unknown,white,0.003233454,0.00725616,0.030197907,0.95931244
Broadside,Pop,unknown,white,0.007013816,0.18910778,0.038178526,0.76569986
Broiler,EDM,unknown,white,0.002867734,0.025610404,0.01347481,0.95804703
Broken Bells,EDM,unknown,white,0.002262191,0.15847135,0.033324227,0.80594224
Broken Bones,Indie,unknown,white,0.006318791,0.08593752,0.045095373,0.8626483
Broken Social Scene,EDM,unknown,white,0.003159569,0.05799927,0.01727136,0.9215698
Bronco,Pop,unknown,hispanic,0.031704187,0.012300984,0.7068201,0.24917471
Bronski Beat,EDM,male,white,0.007501955,0.14525183,0.012738329,0.8345078
Bronze Radio Return,Indie,unknown,white,0.006221253,0.065635286,0.023607474,0.904536
Broods,Indie,unknown,white,0.001475313,0.2368677,0.014548997,0.7471079
Brook Benton,Pop,female,white,0.003122735,0.2359435,0.01617658,0.7447572
Brooke Valentine,Pop,female,white,0.003475164,0.062710024,0.015984109,0.9178307
Brooklyn Dreams,Rock,female,white,0.000642258,0.22135745,0.020508222,0.75749207
Brooklyn Funk Essentials,Jazz,female,white,0.002274317,0.040802073,0.02350293,0.9334207
Brooks,Country,male,white,0.001057013,0.4423878,0.006619515,0.5499357
Brooks & Dunn,Country,male,white,0.003096919,0.012590453,0.011672846,0.9726398
Brotha Lynch Hung,Hip-hop,androgynous,white,0.004763601,0.028052364,0.009720068,0.957464
Brother Ali,Hip-hop,male,white,0.010628485,0.011104691,0.029375596,0.94889116
Brother Dege,Indie,unknown,white,0.003243103,0.013781063,0.012151687,0.9708241
Brothers Osborne,Country,unknown,white,0.005946775,0.10591457,0.011852548,0.8762861
Brown Bird,Indie,unknown,white,0.002437358,0.09370645,0.014306089,0.88955015
Brown Boy,Hip-hop,male,white,0.005426588,0.09044658,0.014821076,0.8893058
Brown Eyed Girls,Pop,unknown,white,0.003202615,0.050193038,0.021930972,0.9246734
Brownie McGhee,Country,unknown,white,0.002824826,0.25889155,0.015541791,0.7227418
Brownside,Hip-hop,unknown,white,0.004752817,0.12212607,0.03511658,0.8380045
Brownstone,Pop,unknown,white,0.003905875,0.08364046,0.024280006,0.88817364
Brownsville Station,Country,unknown,white,0.002396587,0.037864085,0.016323177,0.9434161
Bruce Brubaker,Classical,male,white,0.003592531,0.003825779,0.008098175,0.98448354
Bruce Cockburn,Country,male,white,0.003027853,0.028402695,0.013828026,0.9547414
Bruce Dickinson,Metal,male,white,0.004860412,0.019557655,0.014615967,0.96096593
Bruce Hornsby,Pop,male,white,0.001482924,0.1788456,0.018550646,0.8011208
Bruce Springsteen,Oldies,male,white,0.001888437,0.15814531,0.013843011,0.8261233
Bruno Major,Indie,male,white,0.012202241,0.18842955,0.02365713,0.7757111
Bruno Mars,EDM,male,white,0.002371769,0.16715321,0.019951312,0.81052375
Bruno Martini,EDM,male,white,0.001474727,0.004087118,0.03943588,0.95500225
Bruno Walter,Classical,male,white,0.004796716,0.06904449,0.017860845,0.9082979
Bryan Adams,Pop,male,white,0.001861642,0.28488404,0.017827857,0.6954265
Bryan Ferry,EDM,male,white,0.002176532,0.19198337,0.008121399,0.7977187
Bryan J,Country,male,white,0.008179596,0.16806555,0.02725578,0.7964991
Bryan White,Country,male,white,0.002918918,0.23716053,0.011921031,0.7479995
Bryant Myers,Rap,male,white,0.003482516,0.16765055,0.014481702,0.8143853
Bryce Fox,Indie,male,white,0.000929455,0.082778595,0.010067988,0.90622395
Bryce Hall,Pop,male,white,0.00190473,0.22660647,0.0212256,0.7502632
Bryce Vine,Pop,male,white,0.004770646,0.036835752,0.017420055,0.9409736
Bryson Tiller,Pop,male,white,0.002969554,0.056737084,0.0188728,0.9214205
Brytiago,Hip-hop,unknown,white,0.05010965,0.026459942,0.24380375,0.6796266
Bubba Sparxxx,Country,unknown,white,0.001770225,0.2743729,0.01882521,0.70503163
Buck Clayton,Jazz,male,white,0.001680095,0.2282225,0.016815532,0.75328183
Buck Owens,Country,male,white,0.002955544,0.2408402,0.015229207,0.740975
Buckcherry,Metal,unknown,white,0.004757476,0.124960884,0.014817541,0.8554641
Buckethead,Metal,unknown,black,0.001126736,0.7278165,0.003606932,0.26744986
Buckwheat Zydeco,Pop,unknown,white,0.005497853,0.005539849,0.017784903,0.9711774
Bucky Covington,Country,male,white,0.002842592,0.08342399,0.012314755,0.90141875
Bud Freeman,Jazz,male,white,0.005913089,0.28505942,0.022860331,0.6861672
Bud Powell,Jazz,male,white,0.003757381,0.256356,0.017296579,0.7225901
Bud Powell Trio,Jazz,male,white,0.009658408,0.01210027,0.019581297,0.95866007
Bud Shank,Jazz,male,white,0.003809194,0.025438223,0.013925377,0.95682716
Budapest String Quartet,Classical,unknown,api,0.89297634,0.03468971,0.010613238,0.061720606
Buddy,Hip-hop,male,white,0.034212448,0.047264025,0.010865103,0.9076584
Buddy Brown,Country,male,white,0.00276089,0.22378138,0.016009033,0.7574487
Buddy Cole,Pop,male,white,0.00500104,0.094169445,0.013094744,0.8877348
Buddy Collette,Jazz,male,white,0.002089938,0.13573979,0.007121991,0.85504824
Buddy DeFranco,Jazz,male,white,0.02015512,0.027326044,0.021292899,0.93122596
Buddy Greco,Jazz,male,white,0.014661556,0.008244586,0.06759625,0.9094977
Buddy Guy,Country,male,white,0.004040652,0.21428078,0.01011915,0.77155936
Buddy Holly,Pop,male,white,0.004114093,0.075851,0.020682339,0.8993525
Buddy Jewell,Country,male,white,0.003905114,0.13859019,0.017369807,0.84013486
Buddy Miles,Rock,male,white,0.006682694,0.14075698,0.007351401,0.8452089
Buddy Moss,EDM,male,white,0.002782347,0.19767788,0.012151516,0.78738827
Buddy Rich,Jazz,male,white,0.003532717,0.042458743,0.029493844,0.9245147
Buddy Tate,Jazz,male,white,0.008549691,0.29954064,0.011858304,0.6800514
Buell Kazee,Country,unknown,white,0.03975649,0.06499195,0.01713122,0.8781203
Buena Vista Social Club,Jazz,unknown,white,0.007160205,0.001585971,0.09859955,0.8926543
Buffalo Springfield,Country,unknown,white,0.002560188,0.21106623,0.014659236,0.7717144
Buffalo Tom,Pop,male,white,0.0081787,0.09634622,0.016855445,0.8786197
Building 429,Rock,unknown,white,0.006749059,0.10641292,0.029100956,0.857737
Built To Spill,Indie,androgynous,white,0.003942238,0.13067606,0.019099748,0.84628195
Buju Banton,EDM,unknown,hispanic,0.079669945,0.016605798,0.7055819,0.19814233
Bukka White,Country,unknown,api,0.83239144,0.008648141,0.001839184,0.15712117
Buknas De Culiacan,Pop,androgynous,white,0.023032036,0.047708437,0.02510011,0.90415937
Bull Moose Jackson,R&B,male,white,0.006320114,0.041524783,0.011940481,0.94021463
Bullet For My Valentine,Metal,female,white,0.005010083,0.06468019,0.018382898,0.91192687
Bulletboys,Metal,unknown,white,0.003273004,0.027868262,0.019744536,0.94911414
Bumpin Uglies,Rock,unknown,white,0.004019816,0.08866489,0.030591123,0.8767241
Bun B,Rap,androgynous,white,0.010579292,0.078686565,0.030242275,0.88049185
Bunbury,Rock,unknown,white,0.001514409,0.11218155,0.010041253,0.8762628
Bunny Berigan,Jazz,androgynous,white,0.00281175,0.01637614,0.019574497,0.9612376
Bunny Wailer,Rock,androgynous,white,0.003675628,0.039763033,0.014104387,0.942457
Burden Brothers,Pop,unknown,white,0.0024185,0.10110246,0.016135847,0.8803432
Burial,Metal,unknown,white,0.066959605,0.08231664,0.37980655,0.47091725
Burna Boy,EDM,male,white,0.005768459,0.16550256,0.021952683,0.8067763
Burning Spear,Rock,unknown,white,0.004872841,0.18131757,0.01821104,0.79559857
Burt Bacharach,Pop,male,white,0.012300651,0.013409853,0.024137724,0.9501518
Burton Cummings,Rock,male,white,0.005564251,0.076654926,0.016799588,0.9009812
Burzum,Metal,unknown,white,0.044837188,0.098903425,0.082992464,0.7732669
Busch Quartet,Classical,unknown,white,0.10881047,0.016312027,0.11881708,0.7560604
Busdriver,Hip-hop,unknown,white,0.008710708,0.2173726,0.042248797,0.73166794
Bush,Pop,unknown,white,0.004930781,0.17435165,0.019243827,0.80147374
Bushman,EDM,unknown,white,0.004195585,0.025307113,0.014550816,0.95594645
Bushwick Bill,Rap,male,white,0.004378543,0.016154803,0.018387575,0.9610791
Bushy,Rap,unknown,white,0.05723013,0.07758213,0.014767042,0.85042065
Busta Rhymes,Hip-hop,unknown,white,0.009670876,0.024831044,0.025522111,0.939976
Busted,EDM,unknown,white,0.04785484,0.18560947,0.050816707,0.715719
Busy Signal,EDM,unknown,white,0.021734271,0.004785928,0.028322581,0.94515723
Butch Cassidy,Rap,male,white,0.008157839,0.049872756,0.014210315,0.92775905
Butterfly Boucher,Pop,unknown,white,0.002259514,0.007319327,0.016198723,0.9742225
Butthole Surfers,Rock,unknown,white,0.003251586,0.048938993,0.017729174,0.9300803
Buzzcocks,EDM,unknown,white,0.010798981,0.11388706,0.018862905,0.8564511
By2,Pop,unknown,white,0.08903522,0.07978714,0.059686158,0.7714915
Byron Janis,Classical,male,white,0.007644782,0.059031226,0.014175464,0.9191485
Byron Lee & The Dragonaires,Rock,male,white,0.00839377,0.02122218,0.022383014,0.948001
BØRNS,Indie,unknown,white,0.021480894,0.0968091,0.029636363,0.85207367
Béla Bartók,Classical,male,white,0.026888426,0.023902236,0.04414271,0.9050666
Béla Fleck,Oldies,male,white,0.005704342,0.016609166,0.007061107,0.97062546
Béla Fleck and the Flecktones,Jazz,male,white,0.009376504,0.014101092,0.029451784,0.9470706
C & C Music Factory,EDM,unknown,white,0.002859635,0.17485358,0.014123929,0.8081628
C-Bone,Hip-hop,unknown,white,0.005839318,0.13251817,0.019272517,0.84237
C-Loc,Rap,unknown,white,0.42919093,0.012404105,0.044196818,0.5142081
C-Mob,Hip-hop,unknown,white,0.06802783,0.07716937,0.026049832,0.828753
C-Murder,Hip-hop,unknown,white,0.003200504,0.10023835,0.02175684,0.8748043
C-Nile,Rap,unknown,white,0.028047826,0.029719261,0.027620854,0.91461205
C-PO,Country,unknown,white,0.19109558,0.05253625,0.036289886,0.7200783
C-Rayz Walz,Hip-hop,unknown,white,0.003349112,0.01438115,0.002910985,0.97935873
C-Rock,Hip-hop,unknown,white,0.004697761,0.08038592,0.02521696,0.8896994
C. Rivera,Pop,unknown,hispanic,0.022094278,0.001954675,0.92717445,0.048776567
C. Tangana,Rap,unknown,api,0.41034123,0.028178021,0.19766851,0.3638123
C.W. McCall,Country,unknown,white,0.002923344,0.3620882,0.018360557,0.6166279
CARLOS MATA,Pop,unknown,white,0.006095056,0.002284349,0.04824326,0.9433774
CAZZETTE,EDM,unknown,white,0.002042528,0.18965472,0.016941596,0.7913611
CHAD,Classical,unknown,api,0.8647717,0.00921975,0.043631673,0.082376935
CHANYEOL,Pop,unknown,white,0.27051556,0.08989205,0.021093851,0.61849856
