source,target,release_date,populairty
Robert Schumann,Vladimir Horowitz,1928,0
Frédéric Chopin,Vladimir Horowitz,1928,1
Felix Mendelssohn,Vladimir Horowitz,1928,0
Franz Liszt,Vladimir Horowitz,1928,0
Francisco Canaro,Charlo,1928,0
Sergei Rachmaninoff,Vladimir Horowitz,1928,0
Samuel Barber,Vladimir Horowitz,1928,0
Ludwig van Beethoven,Staatskapelle Berlin,1928,0
Ludwig van Beethoven,Richard Strauss,1928,0
Staatskapelle Berlin,Richard Strauss,1928,0
George Butterworth,John Cameron,1928,0
Alexander Scriabin,Vladimir Horowitz,1928,0
Francisco Canaro,Luis Scalon,1928,0
Thomas Arne,John Heddle Nash,1928,0
Moritz Moszkowski,Vladimir Horowitz,1928,0
Roger Quilter,John Heddle Nash,1928,0
Muzio Clementi,Vladimir Horowitz,1928,0
Dmitry Kabalevsky,Vladimir Horowitz,1928,0
S. Loukopoulos,Klarino G. Anestopoulos,1930,0
S. Loukopoulos,Klarino KOstas Giaouzos,1930,0
S. Loukopoulos,Klarinos Nikos Karakostas,1930,0
Klarino G. Anestopoulos,Klarino KOstas Giaouzos,1930,0
Klarino G. Anestopoulos,Klarinos Nikos Karakostas,1930,0
Klarino KOstas Giaouzos,Klarinos Nikos Karakostas,1930,0
Petros Epitropakis,Antonis Kalampousis,1930,0
Francisco Canaro,Luis Diaz,1930,0
Francisco Canaro,Roberto Maida,1930,0
Francisco Canaro,Angel Ramos,1930,0
Charlo,Angel Ramos,1930,0
Banda del Regimiento Pérez 3 de Infantería,Adrián Patiño,1930,0
Petros Epitropakis,Elvira Nte Ntalgko,1930,0
Gene Sedric,Al Casey,1930,2
Sy Oliver,Attila the Hun,1930,1
Sy Oliver,Jimmie Lunceford & His Orchestra,1930,1
Attila the Hun,Jimmie Lunceford & His Orchestra,1930,1
Giorgos Papasideris,Klarino Har. Margels,1930,0
Francisco Canaro,Ernesto Fama,1930,0
Shorty Bralik,ParkPlace Swagg,1930,0
Manuel Ponce,Andrés Segovia,1930,2
Giorgos Mpekas,Polixeni LItou,1930,0
Francisco Canaro,Luis Díaz,1930,0
Renos Talmas,Panos Visvardis,1930,0
Dimitris Gkogkos,Manolis Xiotis,1930,0
Oρχήστρα Β.Reibold,Τέτος Δημητριάδης,1930,0
Danai Stratigopoulou,Panos Visvardis,1930,0
Giota Lidia,Prodromos Tsaousakis,1930,0
Federico Moreno Torroba,Vicente Gomez,1930,0
Federico Moreno Torroba,Guillermo Gomez,1930,0
Vicente Gomez,Guillermo Gomez,1930,0
Sinclair Lewis,Frank Arnold,1935,0
Franz Joseph Haydn,Pro Arte Quartet,1935,0
Margarita Cueto,Jorge Añez,1935,0
Ruggero Leoncavallo,Karl Böhm,1935,0
Ruggero Leoncavallo,Staatskapelle Dresden,1935,0
Karl Böhm,Staatskapelle Dresden,1935,0
Johannes Brahms,Karl Böhm,1935,0
Johannes Brahms,Staatskapelle Dresden,1935,0
Samuel Barber,Marilyn Horne,1935,0
Anton Bruckner,Karl Böhm,1935,0
Anton Bruckner,Staatskapelle Dresden,1935,0
Kakkia Mendri,Lidia Likiardopoulou,1935,0
Kakkia Mendri,2014 ATHINAIKI DISCOGRAFIKI,1935,0
Lidia Likiardopoulou,2014 ATHINAIKI DISCOGRAFIKI,1935,0
Samuel Barber,Leontyne Price,1935,0
Samuel Barber,Thomas Schippers,1935,0
Samuel Barber,New Philharmonia Orchestra,1935,0
Leontyne Price,Thomas Schippers,1935,0
Leontyne Price,New Philharmonia Orchestra,1935,0
Thomas Schippers,New Philharmonia Orchestra,1935,0
Samuel Barber,Leonard Slatkin,1935,0
Samuel Barber,St. Louis Symphony,1935,0
Leonard Slatkin,St. Louis Symphony,1935,0
Max Reger,Karl Böhm,1935,0
Max Reger,Staatskapelle Dresden,1935,0
Jean Sibelius,Jascha Heifetz,1935,0
Jean Sibelius,Sir Thomas Beecham,1935,0
Jean Sibelius,London Philharmonic Orchestra,1935,0
Jascha Heifetz,Sir Thomas Beecham,1935,0
Jascha Heifetz,London Philharmonic Orchestra,1935,0
Sir Thomas Beecham,London Philharmonic Orchestra,1935,0
Eugen Mirea,V. Citov,1935,0
Eugen Mirea,Manole Stroici,1935,0
V. Citov,Manole Stroici,1935,0
n/a,Nitsch,1935,0
n/a,Johanens,1935,0
n/a,In Motion,1935,0
Nitsch,Johanens,1935,0
Nitsch,In Motion,1935,0
Johanens,In Motion,1935,0
Stratos Pagioumtzis,Stellakis Perpiniadis,1935,0
N. Vlădoianu,N. Constantinescu,1935,0
N. Vlădoianu,Ion Vasilescu,1935,0
N. Vlădoianu,Mia Braia,1935,0
N. Vlădoianu,Petre Alexandru,1935,0
N. Constantinescu,Ion Vasilescu,1935,0
N. Constantinescu,Mia Braia,1935,0
N. Constantinescu,Petre Alexandru,1935,0
Ion Vasilescu,Mia Braia,1935,0
Ion Vasilescu,Petre Alexandru,1935,0
Mia Braia,Petre Alexandru,1935,0
Richard Wagner,Karl Böhm,1935,0
Richard Wagner,Arno Schellenberg,1935,0
Richard Wagner,Eugen Füchs,1935,0
Richard Wagner,Hanns Lange,1935,0
Richard Wagner,Hans Hermann Nissen,1935,0
Richard Wagner,Helene Jung,1935,0
Richard Wagner,Hermann Greiner,1935,0
Richard Wagner,Klaus Hermanns,1935,0
Richard Wagner,Ludwig Eybisch,1935,0
Richard Wagner,Margarete Teschemacher,1935,0
Richard Wagner,Martin Kremer,1935,0
Richard Wagner,Robert Büssel,1935,0
Richard Wagner,Rudolf Dittrich,1935,0
Richard Wagner,Rudolf Schmalnauer,1935,0
Richard Wagner,Serge Smirnoff,1935,0
Richard Wagner,Sven Nilsson,1935,0
Richard Wagner,Torsten Ralf,1935,0
Richard Wagner,Staatskapelle Dresden,1935,0
Karl Böhm,Arno Schellenberg,1935,0
Karl Böhm,Eugen Füchs,1935,0
Karl Böhm,Hanns Lange,1935,0
Karl Böhm,Hans Hermann Nissen,1935,0
Karl Böhm,Helene Jung,1935,0
Karl Böhm,Hermann Greiner,1935,0
Karl Böhm,Klaus Hermanns,1935,0
Karl Böhm,Ludwig Eybisch,1935,0
Karl Böhm,Margarete Teschemacher,1935,0
Karl Böhm,Martin Kremer,1935,0
Karl Böhm,Robert Büssel,1935,0
Karl Böhm,Rudolf Dittrich,1935,0
Karl Böhm,Rudolf Schmalnauer,1935,0
Karl Böhm,Serge Smirnoff,1935,0
Karl Böhm,Sven Nilsson,1935,0
Karl Böhm,Torsten Ralf,1935,0
Arno Schellenberg,Eugen Füchs,1935,0
Arno Schellenberg,Hanns Lange,1935,0
Arno Schellenberg,Hans Hermann Nissen,1935,0
Arno Schellenberg,Helene Jung,1935,0
Arno Schellenberg,Hermann Greiner,1935,0
Arno Schellenberg,Klaus Hermanns,1935,0
Arno Schellenberg,Ludwig Eybisch,1935,0
Arno Schellenberg,Margarete Teschemacher,1935,0
Arno Schellenberg,Martin Kremer,1935,0
Arno Schellenberg,Robert Büssel,1935,0
Arno Schellenberg,Rudolf Dittrich,1935,0
Arno Schellenberg,Rudolf Schmalnauer,1935,0
Arno Schellenberg,Serge Smirnoff,1935,0
Arno Schellenberg,Sven Nilsson,1935,0
Arno Schellenberg,Torsten Ralf,1935,0
Arno Schellenberg,Staatskapelle Dresden,1935,0
Eugen Füchs,Hanns Lange,1935,0
Eugen Füchs,Hans Hermann Nissen,1935,0
Eugen Füchs,Helene Jung,1935,0
Eugen Füchs,Hermann Greiner,1935,0
Eugen Füchs,Klaus Hermanns,1935,0
Eugen Füchs,Ludwig Eybisch,1935,0
Eugen Füchs,Margarete Teschemacher,1935,0
Eugen Füchs,Martin Kremer,1935,0
Eugen Füchs,Robert Büssel,1935,0
Eugen Füchs,Rudolf Dittrich,1935,0
Eugen Füchs,Rudolf Schmalnauer,1935,0
Eugen Füchs,Serge Smirnoff,1935,0
Eugen Füchs,Sven Nilsson,1935,0
Eugen Füchs,Torsten Ralf,1935,0
Eugen Füchs,Staatskapelle Dresden,1935,0
Hanns Lange,Hans Hermann Nissen,1935,0
Hanns Lange,Helene Jung,1935,0
Hanns Lange,Hermann Greiner,1935,0
Hanns Lange,Klaus Hermanns,1935,0
Hanns Lange,Ludwig Eybisch,1935,0
Hanns Lange,Margarete Teschemacher,1935,0
Hanns Lange,Martin Kremer,1935,0
Hanns Lange,Robert Büssel,1935,0
Hanns Lange,Rudolf Dittrich,1935,0
Hanns Lange,Rudolf Schmalnauer,1935,0
Hanns Lange,Serge Smirnoff,1935,0
Hanns Lange,Sven Nilsson,1935,0
Hanns Lange,Torsten Ralf,1935,0
Hanns Lange,Staatskapelle Dresden,1935,0
Hans Hermann Nissen,Helene Jung,1935,0
Hans Hermann Nissen,Hermann Greiner,1935,0
Hans Hermann Nissen,Klaus Hermanns,1935,0
Hans Hermann Nissen,Ludwig Eybisch,1935,0
Hans Hermann Nissen,Margarete Teschemacher,1935,0
Hans Hermann Nissen,Martin Kremer,1935,0
Hans Hermann Nissen,Robert Büssel,1935,0
Hans Hermann Nissen,Rudolf Dittrich,1935,0
Hans Hermann Nissen,Rudolf Schmalnauer,1935,0
Hans Hermann Nissen,Serge Smirnoff,1935,0
Hans Hermann Nissen,Sven Nilsson,1935,0
Hans Hermann Nissen,Torsten Ralf,1935,0
Hans Hermann Nissen,Staatskapelle Dresden,1935,0
Helene Jung,Hermann Greiner,1935,0
Helene Jung,Klaus Hermanns,1935,0
Helene Jung,Ludwig Eybisch,1935,0
Helene Jung,Margarete Teschemacher,1935,0
Helene Jung,Martin Kremer,1935,0
Helene Jung,Robert Büssel,1935,0
Helene Jung,Rudolf Dittrich,1935,0
Helene Jung,Rudolf Schmalnauer,1935,0
Helene Jung,Serge Smirnoff,1935,0
Helene Jung,Sven Nilsson,1935,0
Helene Jung,Torsten Ralf,1935,0
Helene Jung,Staatskapelle Dresden,1935,0
Hermann Greiner,Klaus Hermanns,1935,0
Hermann Greiner,Ludwig Eybisch,1935,0
Hermann Greiner,Margarete Teschemacher,1935,0
Hermann Greiner,Martin Kremer,1935,0
Hermann Greiner,Robert Büssel,1935,0
Hermann Greiner,Rudolf Dittrich,1935,0
Hermann Greiner,Rudolf Schmalnauer,1935,0
Hermann Greiner,Serge Smirnoff,1935,0
Hermann Greiner,Sven Nilsson,1935,0
Hermann Greiner,Torsten Ralf,1935,0
Hermann Greiner,Staatskapelle Dresden,1935,0
Klaus Hermanns,Ludwig Eybisch,1935,0
Klaus Hermanns,Margarete Teschemacher,1935,0
Klaus Hermanns,Martin Kremer,1935,0
Klaus Hermanns,Robert Büssel,1935,0
Klaus Hermanns,Rudolf Dittrich,1935,0
Klaus Hermanns,Rudolf Schmalnauer,1935,0
Klaus Hermanns,Serge Smirnoff,1935,0
Klaus Hermanns,Sven Nilsson,1935,0
Klaus Hermanns,Torsten Ralf,1935,0
Klaus Hermanns,Staatskapelle Dresden,1935,0
Ludwig Eybisch,Margarete Teschemacher,1935,0
Ludwig Eybisch,Martin Kremer,1935,0
Ludwig Eybisch,Robert Büssel,1935,0
Ludwig Eybisch,Rudolf Dittrich,1935,0
Ludwig Eybisch,Rudolf Schmalnauer,1935,0
Ludwig Eybisch,Serge Smirnoff,1935,0
Ludwig Eybisch,Sven Nilsson,1935,0
Ludwig Eybisch,Torsten Ralf,1935,0
Ludwig Eybisch,Staatskapelle Dresden,1935,0
Margarete Teschemacher,Martin Kremer,1935,0
Margarete Teschemacher,Robert Büssel,1935,0
Margarete Teschemacher,Rudolf Dittrich,1935,0
Margarete Teschemacher,Rudolf Schmalnauer,1935,0
Margarete Teschemacher,Serge Smirnoff,1935,0
Margarete Teschemacher,Sven Nilsson,1935,0
Margarete Teschemacher,Torsten Ralf,1935,0
Margarete Teschemacher,Staatskapelle Dresden,1935,0
Martin Kremer,Robert Büssel,1935,0
Martin Kremer,Rudolf Dittrich,1935,0
Martin Kremer,Rudolf Schmalnauer,1935,0
Martin Kremer,Serge Smirnoff,1935,0
Martin Kremer,Sven Nilsson,1935,0
Martin Kremer,Torsten Ralf,1935,0
Martin Kremer,Staatskapelle Dresden,1935,0
Robert Büssel,Rudolf Dittrich,1935,0
Robert Büssel,Rudolf Schmalnauer,1935,0
Robert Büssel,Serge Smirnoff,1935,0
Robert Büssel,Sven Nilsson,1935,0
Robert Büssel,Torsten Ralf,1935,0
Robert Büssel,Staatskapelle Dresden,1935,0
Rudolf Dittrich,Rudolf Schmalnauer,1935,0
Rudolf Dittrich,Serge Smirnoff,1935,0
Rudolf Dittrich,Sven Nilsson,1935,0
Rudolf Dittrich,Torsten Ralf,1935,0
Rudolf Dittrich,Staatskapelle Dresden,1935,0
Rudolf Schmalnauer,Serge Smirnoff,1935,0
Rudolf Schmalnauer,Sven Nilsson,1935,0
Rudolf Schmalnauer,Torsten Ralf,1935,0
Rudolf Schmalnauer,Staatskapelle Dresden,1935,0
Serge Smirnoff,Sven Nilsson,1935,0
Serge Smirnoff,Torsten Ralf,1935,0
Serge Smirnoff,Staatskapelle Dresden,1935,0
Sven Nilsson,Torsten Ralf,1935,0
Sven Nilsson,Staatskapelle Dresden,1935,0
Torsten Ralf,Staatskapelle Dresden,1935,0
Theodor Berger,Karl Böhm,1935,0
Theodor Berger,Staatskapelle Dresden,1935,0
Wolfgang Amadeus Mozart,Karl Böhm,1935,0
Wolfgang Amadeus Mozart,Staatskapelle Dresden,1935,0
Margarita Cueto,Juan Arvizu,1935,0
Ludwig van Beethoven,New York Philharmonic,1936,0
Ludwig van Beethoven,Arturo Toscanini,1936,0
New York Philharmonic,Arturo Toscanini,1936,0
Ludwig van Beethoven,Leonard Bernstein,1936,0
New York Philharmonic,Leonard Bernstein,1936,0
Ludwig van Beethoven,Columbia Symphony Orchestra,1936,0
Ludwig van Beethoven,Bruno Walter,1936,0
Columbia Symphony Orchestra,Bruno Walter,1936,0
Ludwig van Beethoven,Wiener Philharmoniker,1936,0
Ludwig van Beethoven,Herbert von Karajan,1936,0
Wiener Philharmoniker,Herbert von Karajan,1936,0
Ludwig van Beethoven,Concertgebouworkest,1936,0
Ludwig van Beethoven,Erich Kleiber,1936,0
Concertgebouworkest,Erich Kleiber,1936,0
Ludwig van Beethoven,Orchestre De La Société Des Concerts Du Conservatoire,1936,0
Ludwig van Beethoven,Carl Schuricht,1936,0
Orchestre De La Société Des Concerts Du Conservatoire,Carl Schuricht,1936,0
Jeanette Mcdonald,Allan Jones,1936,0
Ludwig van Beethoven,Josef Krips,1936,0
Concertgebouworkest,Josef Krips,1936,0
Ludwig van Beethoven,Tilla Briem,1936,0
Ludwig van Beethoven,Elisabeth Höngen,1936,0
Ludwig van Beethoven,Peter Anders,1936,0
Ludwig van Beethoven,Rudolf Watzke,1936,0
Ludwig van Beethoven,Choeur Bruno Kittel,1936,0
Ludwig van Beethoven,Berliner Philharmoniker,1936,0
Ludwig van Beethoven,Wilhelm Furtwängler,1936,0
Tilla Briem,Elisabeth Höngen,1936,0
Tilla Briem,Peter Anders,1936,0
Tilla Briem,Rudolf Watzke,1936,0
Tilla Briem,Choeur Bruno Kittel,1936,0
Tilla Briem,Berliner Philharmoniker,1936,0
Tilla Briem,Wilhelm Furtwängler,1936,0
Elisabeth Höngen,Peter Anders,1936,0
Elisabeth Höngen,Rudolf Watzke,1936,0
Elisabeth Höngen,Choeur Bruno Kittel,1936,0
Elisabeth Höngen,Berliner Philharmoniker,1936,0
Elisabeth Höngen,Wilhelm Furtwängler,1936,0
Peter Anders,Rudolf Watzke,1936,0
Peter Anders,Choeur Bruno Kittel,1936,0
Peter Anders,Berliner Philharmoniker,1936,0
Peter Anders,Wilhelm Furtwängler,1936,0
Rudolf Watzke,Choeur Bruno Kittel,1936,0
Rudolf Watzke,Berliner Philharmoniker,1936,0
Rudolf Watzke,Wilhelm Furtwängler,1936,0
Choeur Bruno Kittel,Berliner Philharmoniker,1936,0
Choeur Bruno Kittel,Wilhelm Furtwängler,1936,0
Berliner Philharmoniker,Wilhelm Furtwängler,1936,0
Ludwig van Beethoven,Philharmonia Orchestra,1936,0
Philharmonia Orchestra,Herbert von Karajan,1936,0
Ludwig van Beethoven,Chicago Symphony Orchestra,1936,0
Ludwig van Beethoven,Fritz Reiner,1936,0
Chicago Symphony Orchestra,Fritz Reiner,1936,0
Ludwig van Beethoven,Elisabeth Schwarzkopf,1936,0
Ludwig van Beethoven,Hans Hopf,1936,0
Ludwig van Beethoven,Otto Edelmann,1936,0
Ludwig van Beethoven,Bayreuth Festival Orchestra,1936,0
Elisabeth Schwarzkopf,Elisabeth Höngen,1936,0
Elisabeth Schwarzkopf,Hans Hopf,1936,0
Elisabeth Schwarzkopf,Otto Edelmann,1936,0
Elisabeth Schwarzkopf,Bayreuth Festival Orchestra,1936,0
Elisabeth Schwarzkopf,Wilhelm Furtwängler,1936,0
Elisabeth Höngen,Hans Hopf,1936,0
Elisabeth Höngen,Otto Edelmann,1936,0
Elisabeth Höngen,Bayreuth Festival Orchestra,1936,0
Hans Hopf,Otto Edelmann,1936,0
Hans Hopf,Bayreuth Festival Orchestra,1936,0
Hans Hopf,Wilhelm Furtwängler,1936,0
Otto Edelmann,Bayreuth Festival Orchestra,1936,0
Otto Edelmann,Wilhelm Furtwängler,1936,0
Bayreuth Festival Orchestra,Wilhelm Furtwängler,1936,0
Ludwig van Beethoven,NBC Symphony Orchestra,1936,0
NBC Symphony Orchestra,Arturo Toscanini,1936,0
Jeanette MacDonald,Nelson Eddy,1936,0
Ludwig van Beethoven,Willem Mengelberg,1936,0
Concertgebouworkest,Willem Mengelberg,1936,0
Ludwig van Beethoven,London Symphony Orchestra,1936,0
Ludwig van Beethoven,Felix Weingartner,1936,0
London Symphony Orchestra,Felix Weingartner,1936,0
Robe,Chorus,1936,0
Ludwig van Beethoven,Royal Philharmonic Orchestra,1936,0
Ludwig van Beethoven,Hermann Scherchen,1936,0
Royal Philharmonic Orchestra,Hermann Scherchen,1936,0
Ludwig van Beethoven,René Leibowitz,1936,0
Royal Philharmonic Orchestra,René Leibowitz,1936,0
Ludwig van Beethoven,Wilma Lipp,1936,0
Ludwig van Beethoven,Marga Höffgen,1936,0
Ludwig van Beethoven,Murray Dickie,1936,0
Ludwig van Beethoven,Gottlob Frick,1936,0
Ludwig van Beethoven,Chorale Elisabeth Brasseur,1936,0
Wilma Lipp,Marga Höffgen,1936,0
Wilma Lipp,Murray Dickie,1936,0
Wilma Lipp,Gottlob Frick,1936,0
Wilma Lipp,Chorale Elisabeth Brasseur,1936,0
Wilma Lipp,Orchestre De La Société Des Concerts Du Conservatoire,1936,0
Wilma Lipp,Carl Schuricht,1936,0
Marga Höffgen,Murray Dickie,1936,0
Marga Höffgen,Gottlob Frick,1936,0
Marga Höffgen,Chorale Elisabeth Brasseur,1936,0
Marga Höffgen,Orchestre De La Société Des Concerts Du Conservatoire,1936,0
Marga Höffgen,Carl Schuricht,1936,0
Murray Dickie,Gottlob Frick,1936,0
Murray Dickie,Chorale Elisabeth Brasseur,1936,0
Murray Dickie,Orchestre De La Société Des Concerts Du Conservatoire,1936,0
Murray Dickie,Carl Schuricht,1936,0
Gottlob Frick,Chorale Elisabeth Brasseur,1936,0
Gottlob Frick,Orchestre De La Société Des Concerts Du Conservatoire,1936,0
Gottlob Frick,Carl Schuricht,1936,0
Chorale Elisabeth Brasseur,Orchestre De La Société Des Concerts Du Conservatoire,1936,0
Chorale Elisabeth Brasseur,Carl Schuricht,1936,0
Jeanette MacDonald,Gilda Gray,1936,0
Allan Jones,Jeanette Mcdonald,1936,0
Roza Eskenazi,Nikos Karakostas,1940,0
Giorgos Papasideris,Vaios,1940,0
Giorgos Papasideris,Malliaras,1940,0
Giorgos Papasideris,Klarino,1940,0
Vaios,Malliaras,1940,0
Vaios,Klarino,1940,0
Malliaras,Klarino,1940,0
Kostas Roukounas,I. Ogdontakis,1940,0
Kostas Roukounas,Violi,1940,0
I. Ogdontakis,Violi,1940,0
Anonymous,Thomanerchor Leipzig,1940,0
Anonymous,Günther Ramin,1940,0
Thomanerchor Leipzig,Günther Ramin,1940,0
Georgia Mitaki,Giorgos Anestopoulos,1940,0
Rita Ampatzi,Kostas,1940,0
Rita Ampatzi,Giaoyzos,1940,0
Rita Ampatzi,Klarino,1940,0
Kostas,Giaoyzos,1940,0
Kostas,Klarino,1940,0
Giaoyzos,Klarino,1940,0
Nilla Pizzi,Duo Fasano,1940,0
Nilla Pizzi,Achille Togliani,1940,6
Nilla Pizzi,Gino Latilla,1940,0
Giorgos Papasideris,Tasos Xalkias-Klarino,1940,0
Rita Ampatzi,Giorgos Anestopoulos,1940,0
Roza Eskenazi,Nikos Rellias,1940,0
Roza Eskenazi,Klarino,1940,0
Nikos Rellias,Klarino,1940,0
Bedřich Smetana,Marie Podvalová,1940,0
Bedřich Smetana,Stanislav Muž,1940,0
Bedřich Smetana,Vilém Zítek,1940,0
Bedřich Smetana,Josef Vojta,1940,0
Bedřich Smetana,Ota Horáková,1940,0
Bedřich Smetana,Marta Krásová,1940,0
Bedřich Smetana,Jaroslav Veverka,1940,0
Bedřich Smetana,Prague National Theatre Chorus,1940,0
Bedřich Smetana,Prague National Theatre Orchestra,1940,0
Bedřich Smetana,Jan Maria Ouředník,1940,0
Bedřich Smetana,Václav Talich,1940,0
Bedřich Smetana,Josef Křikava,1940,0
Marie Podvalová,Stanislav Muž,1940,0
Marie Podvalová,Vilém Zítek,1940,0
Marie Podvalová,Josef Vojta,1940,0
Marie Podvalová,Ota Horáková,1940,0
Marie Podvalová,Marta Krásová,1940,0
Marie Podvalová,Jaroslav Veverka,1940,0
Marie Podvalová,Prague National Theatre Chorus,1940,0
Marie Podvalová,Prague National Theatre Orchestra,1940,0
Marie Podvalová,Jan Maria Ouředník,1940,0
Marie Podvalová,Václav Talich,1940,0
Marie Podvalová,Josef Křikava,1940,0
Stanislav Muž,Vilém Zítek,1940,0
Stanislav Muž,Josef Vojta,1940,0
Stanislav Muž,Ota Horáková,1940,0
Stanislav Muž,Marta Krásová,1940,0
Stanislav Muž,Jaroslav Veverka,1940,0
Stanislav Muž,Prague National Theatre Chorus,1940,0
Stanislav Muž,Prague National Theatre Orchestra,1940,0
Stanislav Muž,Jan Maria Ouředník,1940,0
Stanislav Muž,Václav Talich,1940,0
Stanislav Muž,Josef Křikava,1940,0
Vilém Zítek,Josef Vojta,1940,0
Vilém Zítek,Ota Horáková,1940,0
Vilém Zítek,Marta Krásová,1940,0
Vilém Zítek,Jaroslav Veverka,1940,0
Vilém Zítek,Prague National Theatre Chorus,1940,0
Vilém Zítek,Prague National Theatre Orchestra,1940,0
Vilém Zítek,Jan Maria Ouředník,1940,0
Vilém Zítek,Václav Talich,1940,0
Vilém Zítek,Josef Křikava,1940,0
Josef Vojta,Ota Horáková,1940,0
Josef Vojta,Marta Krásová,1940,0
Josef Vojta,Jaroslav Veverka,1940,0
Josef Vojta,Prague National Theatre Chorus,1940,0
Josef Vojta,Prague National Theatre Orchestra,1940,0
Josef Vojta,Jan Maria Ouředník,1940,0
Josef Vojta,Václav Talich,1940,0
Josef Vojta,Josef Křikava,1940,0
Ota Horáková,Marta Krásová,1940,0
Ota Horáková,Jaroslav Veverka,1940,0
Ota Horáková,Prague National Theatre Chorus,1940,0
Ota Horáková,Prague National Theatre Orchestra,1940,0
Ota Horáková,Jan Maria Ouředník,1940,0
Ota Horáková,Václav Talich,1940,0
Ota Horáková,Josef Křikava,1940,0
Marta Krásová,Jaroslav Veverka,1940,0
Marta Krásová,Prague National Theatre Chorus,1940,0
Marta Krásová,Prague National Theatre Orchestra,1940,0
Marta Krásová,Jan Maria Ouředník,1940,0
Marta Krásová,Václav Talich,1940,0
Marta Krásová,Josef Křikava,1940,0
Jaroslav Veverka,Prague National Theatre Chorus,1940,0
Jaroslav Veverka,Prague National Theatre Orchestra,1940,0
Jaroslav Veverka,Jan Maria Ouředník,1940,0
Jaroslav Veverka,Václav Talich,1940,0
Jaroslav Veverka,Josef Křikava,1940,0
Prague National Theatre Chorus,Prague National Theatre Orchestra,1940,0
Prague National Theatre Chorus,Jan Maria Ouředník,1940,0
Prague National Theatre Chorus,Václav Talich,1940,0
Prague National Theatre Chorus,Josef Křikava,1940,0
Prague National Theatre Orchestra,Jan Maria Ouředník,1940,0
Prague National Theatre Orchestra,Václav Talich,1940,0
Prague National Theatre Orchestra,Josef Křikava,1940,0
Jan Maria Ouředník,Václav Talich,1940,0
Jan Maria Ouředník,Josef Křikava,1940,0
Václav Talich,Josef Křikava,1940,0
Richard Levitt,Charles Byrd,1940,0
Richard Levitt,Carl Tucker,1940,0
Charles Byrd,Carl Tucker,1940,0
Nikos Karakostas,Klarino,1940,0
Stratos Pagioumtzis,Ioanna Georgokopoulou,1940,0
Stellakis Perpiniadis,Manolis Xiotis,1940,1
Victor Arden,Adam Caroll,1940,0
Surendra,Jyoti,1940,0
Ludwig van Beethoven,Rudolf Serkin,1942,2
Rudolf Serkin,Bruno Walter,1942,2
John Philip Sousa,Vladimir Horowitz,1942,4
Asha Bhosle,Mohammed Rafi,1942,0
Wolfgang Amadeus Mozart,Ezio Pinza,1942,0
Wolfgang Amadeus Mozart,Margit Bokor,1942,0
Wolfgang Amadeus Mozart,Wiener Philharmoniker,1942,0
Wolfgang Amadeus Mozart,Bruno Walter,1942,0
Ezio Pinza,Margit Bokor,1942,0
Ezio Pinza,Wiener Philharmoniker,1942,0
Ezio Pinza,Bruno Walter,1942,0
Margit Bokor,Wiener Philharmoniker,1942,0
Margit Bokor,Bruno Walter,1942,0
Wiener Philharmoniker,Bruno Walter,1942,0
Johann Sebastian Bach,Claudio Arrau,1942,1
Giuseppe Verdi,Gino Marinuzzi,1942,0
Giuseppe Verdi,Carlo Tagliabue,1942,0
Giuseppe Verdi,Galliano Masini,1942,0
Giuseppe Verdi,Maria Caniglia,1942,0
Giuseppe Verdi,"""Orchestra Sinfonica dellEIAR di Torino""",1942,0
Gino Marinuzzi,Carlo Tagliabue,1942,0
Gino Marinuzzi,Galliano Masini,1942,0
Gino Marinuzzi,Maria Caniglia,1942,0
Gino Marinuzzi,"""Orchestra Sinfonica dellEIAR di Torino""",1942,0
Carlo Tagliabue,Galliano Masini,1942,0
Carlo Tagliabue,Maria Caniglia,1942,0
Carlo Tagliabue,"""Orchestra Sinfonica dellEIAR di Torino""",1942,0
Galliano Masini,Maria Caniglia,1942,0
Galliano Masini,"""Orchestra Sinfonica dellEIAR di Torino""",1942,0
Maria Caniglia,"""Orchestra Sinfonica dellEIAR di Torino""",1942,0
Jean Sibelius,Arturo Toscanini,1942,0
Felix Mendelssohn,Arturo Toscanini,1942,0
Wolfgang Amadeus Mozart,Elisabeth Schumann,1942,0
Elisabeth Schumann,Wiener Philharmoniker,1942,0
Giuseppe Verdi,Bruno Erminero,1942,0
Giuseppe Verdi,"""Coro dellEIAR di Torino""",1942,0
Giuseppe Verdi,Dario Caselli,1942,0
Giuseppe Verdi,Giuseppe Nessi,1942,0
Gino Marinuzzi,Bruno Erminero,1942,0
Gino Marinuzzi,"""Coro dellEIAR di Torino""",1942,0
Gino Marinuzzi,Dario Caselli,1942,0
Gino Marinuzzi,Giuseppe Nessi,1942,0
Bruno Erminero,Carlo Tagliabue,1942,0
Bruno Erminero,"""Coro dellEIAR di Torino""",1942,0
Bruno Erminero,Dario Caselli,1942,0
Bruno Erminero,Giuseppe Nessi,1942,0
Bruno Erminero,Maria Caniglia,1942,0
Bruno Erminero,"""Orchestra Sinfonica dellEIAR di Torino""",1942,0
Carlo Tagliabue,"""Coro dellEIAR di Torino""",1942,0
Carlo Tagliabue,Dario Caselli,1942,0
Carlo Tagliabue,Giuseppe Nessi,1942,0
"""Coro dellEIAR di Torino""",Dario Caselli,1942,0
"""Coro dellEIAR di Torino""",Giuseppe Nessi,1942,0
