artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,filtered_genre
Aswad,0.2988,0.7408,274920.2,0.3558,0.26207266,0.25204,-15.7372,0.22364,110.8348,0.7398,36,9,1,10,"['dub', 'lovers rock', 'reggae', 'roots reggae', 'uk reggae']",Rock
At The Drive In,0.06278375,0.346,237103.125,0.905125,0.00299583,0.329625,-4.188375,0.157575,141.798,0.3575,38.75,4,0,16,"['alternative metal', 'alternative rock', 'dance-punk', 'el paso indie', 'emo', 'indie rock', 'modern rock', 'post-hardcore']",EDM
At The Gates,4.21E-06,0.189,187546.5,0.985,0.929,0.1291,-7.749,0.1475,101.9205,0.22005,46.5,7,1,4,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish metal']",Metal
Ataúlfo Argenta,0.94,0.398375,278446.5,0.33575,0.229265113,0.1477375,-10.560375,0.0459,113.01775,0.36425,9.5,5,1,8,"['historic orchestral performance', 'spanish classical']",Classical
Aterciopelados,0.08738,0.682,196752.2,0.7766,3.15E-05,0.14894,-5.6164,0.05838,96.8592,0.7452,52,4,0,10,"['colombian rock', 'cumbia', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",Pop
Atlanta,0.0607,0.402,214933,0.671,0,0.12,-10.099,0.0409,108.166,0.514,31,2,1,2,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",Country
Atlanta Rhythm Section,0.318850909,0.5855,269151.5455,0.4825,0.057279,0.119013636,-11.81781818,0.032359091,113.8824545,0.675363636,33.27272727,9,0,44,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",Country
Atlas Genius,0.009206667,0.699,212933.6667,0.827333333,4.67E-05,0.1642,-4.847,0.0381,142.674,0.492666667,54.66666667,7,1,6,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop']",Indie
Atlas Sound,0.0406,0.536,238893,0.922,8.92E-05,0.214,-6.247,0.0667,121.977,0.353,44,2,1,1,"['art pop', 'atlanta indie', 'chillwave', 'freak folk', 'garage psych', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern dream pop', 'noise pop', 'nu gaze']",Indie
Atmosphere,0.245165385,0.736576923,232416.9615,0.699346154,0.022715267,0.252903846,-4.882769231,0.280023077,102.2043462,0.610230769,45.15384615,8,1,52,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop', 'pop rap']",Hip-hop
Atomic Kitten,0.048625,0.721,197993.25,0.65725,0.003585,0.08515,-4.54375,0.034175,96.07625,0.56875,64,7,1,8,"['bubblegum dance', 'candy pop', 'dance pop', 'europop', 'girl group']",EDM
Atomic Rooster,0.0414,0.396,250200,0.937,0.000606,0.898,-6.707,0.107,131.407,0.166,35,5,1,2,"['art rock', 'blues rock', 'british blues', 'canterbury scene', 'hard rock', 'progressive rock', 'psychedelic blues-rock', 'psychedelic rock', 'symphonic rock']",Rock
Atreyu,0.00180666,0.3563,222406.45,0.9397,0.02028309,0.246775,-4.32295,0.14829,144.1251,0.411815,45.6,8,1,40,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge', 'rap rock', 'screamo']",Metal
Attack Attack!,0.00231,0.3855,218700,0.9435,0.0001505,0.201,-4.088,0.1495,137.5215,0.2285,48,7,1,4,"['downtempo', 'electronica', 'trip hop']",EDM
Attaque 77,0.00519,0.592,229507,0.51,0.00288,0.202,-12.316,0.0295,143.531,0.431,58,4,1,2,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Rock
Attila,0.000400333,0.412333333,196537.6667,0.936,0.038000865,0.185366667,-4.128333333,0.126316667,130.6043333,0.419333333,48.66666667,1,1,12,"['deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal', 'screamo']",Metal
Au/Ra,0.3914,0.5196,201583.2,0.4784,2.26E-06,0.10808,-8.0682,0.05046,139.5248,0.27844,68.2,6,1,5,"['deep pop edm', 'indie poptimism', 'pop']",EDM
Audien,0.05121,0.634625,265119,0.835875,2.79E-05,0.23,-2.55675,0.0734625,129.017125,0.454875,57.25,9,1,8,"['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",EDM
Audio Adrenaline,0.030223333,0.683,212129,0.839333333,7.93E-06,0.093133333,-6.033666667,0.054566667,117.3456667,0.719666667,41.33333333,2,1,6,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",Rock
Audio Two,0.0102,0.913,175707,0.351,0,0.401,-13.57,0.354,91.499,0.727,43,10,0,2,"['electro', 'hip hop', 'old school hip hop']",Hip-hop
Audiodub,0.0018,0.782,202387,0.569,0,0.115,-6.267,0.0413,96.085,0.742,49,0,1,2,"['reggae rock', 'west coast reggae']",Rock
Audioslave,0.050878426,0.452222222,272839.037,0.759888889,0.005662914,0.181933333,-4.572074074,0.044840741,106.6218889,0.435518519,53.51851852,9,1,54,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",Metal
Audra Mae,0.0159,0.67,243459,0.393,0.000307,0.104,-9.158,0.122,77.461,0.193,55,9,1,2,['alternative roots rock'],Rock
Audrey Assad,0.864,0.3395,258786.5,0.2725,5.10E-05,0.09785,-10.474,0.0348,97.479,0.177,50,11,1,4,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'world worship', 'worship']",Indie
Audrey Mika,0.249975,0.80425,172630,0.52675,0.000810925,0.16905,-6.5455,0.124575,109.78,0.735,70.5,7,1,8,['pop'],Pop
August Alsina,0.058709333,0.521333333,262670.7333,0.622066667,4.15E-07,0.249833333,-6.925466667,0.135553333,111.9647333,0.372333333,58.33333333,2,0,15,"['dance pop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",EDM
August Burns Red,1.14E-05,0.221,238818.6,0.9692,0.26964,0.2606,-3.9478,0.1252,134.3164,0.2596,44.8,8,1,10,"['christian metal', 'deathcore', 'melodic metalcore', 'metalcore', 'screamo']",Metal
Augustana,0.09386,0.4235,230000,0.649,0.0004329,0.1175,-4.762,0.0309,149.47,0.3485,55.5,11,1,4,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",Pop
Augustus Pablo,0.149758125,0.793625,173993.5,0.45675,0.76725,0.11155625,-11.51975,0.0916,118.184875,0.5511875,33.4375,9,1,32,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']",Rock
Aurelio Voltaire,0.2715,0.512,274500,0.7285,0.00107,0.2656,-8.652,0.07405,142.6515,0.647,47,2,0,4,"['antiviral pop', 'comic', 'dark cabaret', 'otacore', 'steampunk']",Pop
Aurora,0.0134,0.682,317050,0.472,0.821,0.0929,-17.597,0.0364,121.683,0.273,46,10,0,2,['norwegian pop'],Pop
Austin Burke,0.353,0.791,166787,0.715,0,0.115,-5.809,0.0377,112.027,0.593,56,7,1,2,"['contemporary country', 'country pop']",Country
Austin Mahone,0.040446667,0.69,196016.5,0.784166667,3.17E-07,0.269333333,-4.464,0.04025,124.2988333,0.802166667,60.66666667,1,1,6,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",EDM
Austin Moon,0.011955556,0.652777778,174474.1111,0.852,1.39E-06,0.1483,-5.311,0.090811111,128.1708889,0.809222222,49.55555556,6,1,18,"['post-teen pop', 'social media pop']",Pop
Austin Wintory,0.936,0.203,106960,0.112,0.935,0.126,-18.029,0.0418,72.483,0.0374,57,11,0,2,"['anime score', 'indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']",Indie
Australian Crawl,0.136321667,0.595,258511.6667,0.7265,4.29E-05,0.244033333,-7.1635,0.035116667,123.0576667,0.615,53.66666667,2,1,12,"['australian alternative rock', 'australian rock']",Rock
Autechre,0.27995,0.712,430620,0.6105,0.9055,0.0955,-13.79,0.0379,132.644,0.49125,42,1,1,4,"['abstract', 'ambient', 'ambient techno', 'bass music', 'deep idm', 'drill and bass', 'dub techno', 'electro', 'electronica', 'experimental', 'glitch', 'intelligent dance music', 'microhouse', 'minimal techno', 'ninja', 'outsider house', 'techno', 'uk experimental electronic']",EDM
Autograf,0.248,0.797,197419,0.69,0.0496,0.132,-5.845,0.037,124,0.184,62,7,0,1,"['deep tropical house', 'edm', 'electropop', 'house', 'indie poptimism', 'indie soul', 'indietronica', 'nu disco', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch']",EDM
Autograph,0.021320625,0.5595,264890,0.852,0.002005346,0.1973625,-9.43275,0.050425,133.053625,0.494125,37.375,11,1,16,"['album rock', 'glam metal', 'hard rock', 'sleaze rock']",Metal
Ava Max,0.146673913,0.629043478,179316.1739,0.682086957,8.78E-08,0.159608696,-4.49473913,0.062947826,134.16,0.497043478,78.08695652,1,1,23,"['dance pop', 'pop', 'post-teen pop']",EDM
Avant,0.217004348,0.692869565,256798.2174,0.544652174,8.42E-06,0.139991304,-5.645391304,0.068643478,129.2224348,0.539391304,48.73913043,8,1,23,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",EDM
Avatar,0.0001022,0.5105,233073.5,0.9665,0.00464,0.1865,-4.011,0.04915,104.0495,0.4555,47,6,1,4,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'nu metal']",Metal
Avenged Sevenfold,0.011313763,0.443709677,350077.0806,0.886822581,0.022276884,0.195903226,-5.143677419,0.062458065,139.7347581,0.384601613,53.59677419,2,1,124,"['alternative metal', 'nu metal', 'post-grunge']",Metal
Aventura,0.385927215,0.797397849,264802.1183,0.597709677,0.005046551,0.191864516,-8.336849462,0.050008602,129.5653656,0.868236559,56.60215054,0,0,93,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'tropical']",Hip-hop
Average White Band,0.30724,0.64445,273594.45,0.6544,0.089407333,0.17551,-9.17065,0.051265,110.2154,0.7302,28.65,0,1,40,"['disco', 'funk', 'jazz funk', 'modern funk', 'motown', 'post-disco', 'quiet storm', 'soul']",Jazz
Avicii,0.062005649,0.575526316,235584.9649,0.801754386,0.147839576,0.182012281,-4.877421053,0.047540351,125.2160526,0.461122807,57.22807018,2,1,57,"['big room', 'dance pop', 'edm', 'pop']",EDM
Avril Lavigne,0.020673323,0.516209877,216565.3457,0.825234568,0.010522745,0.242530864,-4.203407407,0.058575309,139.0458765,0.492407407,58.54320988,7,1,81,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",EDM
Axel,0.6205,0.4935,233226.5,0.4155,0,0.1425,-7.028,0.0309,97.994,0.311,52,3,1,4,"['icelandic folk', 'icelandic indie', 'indie anthem-folk', 'indie folk']",Indie
Axel Thesleff,0.0131,0.7,416000,0.546,0.0305,0.172,-7.705,0.109,80.004,0.302,66,5,0,2,"['bass trap', 'finnish edm']",EDM
Axwell,0.031016667,0.546666667,273586,0.826666667,0.23199438,0.2577,-5.910166667,0.052083333,128.686,0.508,59.5,7,0,6,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",EDM
Axwell /\ Ingrosso,0.0472,0.586333333,220217.6667,0.746333333,0,0.232733333,-4.318666667,0.0399,126.049,0.508333333,77.33333333,5,0,3,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",EDM
Ayah Marar,0.00262,0.725,247933,0.874,0.000412,0.0958,-3.715,0.0396,127.985,0.748,67,0,0,2,['jordanian pop'],Pop
Ayden,0.000619,0.547,188680,0.886,0.000232,0.193,-4.017,0.0308,145.055,0.294,51,8,1,2,['polish post-rock'],Rock
Ayo & Teo,0.0837,0.804,238587,0.886,0,0.266,-2.512,0.04,144.946,0.789,74,1,1,2,"['social media pop', 'trap']",Pop
Ayub Ogada,0.956,0.584,338680,0.05495,0.00167845,0.0797,-20.158,0.0414,112.013,0.548,46,9,1,4,"['afropop', 'world']",Pop
Ayumi Hamasaki,0.234,0.576,332733,0.578,0,0.315,-5.506,0.0263,126.947,0.385,52,6,0,2,"['eurobeat', 'j-idol', 'j-pop', 'japanese r&b']",Pop
AzChike,0.113,0.835,169482,0.57,4.75E-06,0.0784,-9.479,0.109,99.964,0.377,54,2,0,1,"['cali rap', 'west coast trap']",Rap
Azealia Banks,0.017969044,0.755888889,219083.8889,0.701888889,5.93E-05,0.079611111,-8.013888889,0.176355556,128.1918889,0.361333333,53.44444444,10,0,9,"['art pop', 'bmore', 'dance pop', 'escape room', 'hip house', 'hip pop', 'lgbtq+ hip hop', 'pop', 'pop rap', 'trap queen']",EDM
Azizi Gibson,0.0073,0.878,185202,0.22,0.000129,0.166,-16.615,0.0805,94.97,0.365,56,4,1,2,"['deep underground hip hop', 'rap', 'underground hip hop']",Hip-hop
Aztec Camera,0.213058333,0.589833333,237940,0.675333333,0.00744142,0.150766667,-10.68033333,0.03595,129.195,0.6995,33.33333333,9,1,12,"['art rock', 'britpop', 'dance rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']",EDM
Azucar Moreno,0.049033333,0.721333333,252067,0.867,1.25E-05,0.043266667,-7.481333333,0.0486,102.348,0.905333333,51.33333333,6,1,6,"['spanish pop', 'spanish pop rock']",Pop
Azul Violeta,0.1612,0.604,268813.5,0.752,5.65E-05,0.2402,-6.328,0.0393,153.048,0.652,45.5,7,1,4,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']",Rock
Azymuth,0.20382,0.611,393048,0.5576,0.561474,0.0914,-14.758,0.04416,98.7336,0.7622,33,5,1,10,"['bossa nova', 'brazilian boogie', 'brazilian psychedelic', 'indie jazz', 'jazz funk']",Indie
B!G,0.125366667,0.759333333,278830.6667,0.831666667,0.000846667,0.127666667,-6.232666667,0.210666667,150.5063333,0.736,32.33333333,10,0,6,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
B*Witched,0.0891,0.686,185186.6667,0.932,0.000100267,0.072566667,-4.475666667,0.037866667,122.345,0.941333333,45.33333333,7,1,6,"['bubblegum dance', 'dance pop', 'europop', 'girl group']",EDM
B-Legit,0.104376,0.815933333,253746.2667,0.528466667,6.73E-06,0.2541,-9.1846,0.293133333,92.81313333,0.579933333,35.8,1,1,15,"['cali rap', 'g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']",Rap
B-Real,0.124476667,0.55875,238974.1667,0.811333333,1.28E-06,0.260916667,-5.27925,0.273833333,125.9629167,0.466166667,48.5,2,1,12,"['chicano rap', 'west coast rap']",Rap
B.B. King,0.582336808,0.560192308,234464.7038,0.530993077,0.045337487,0.255784231,-8.788769231,0.074404615,111.3493,0.650284615,24.42692308,2,1,260,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",Jazz
B.G.,0.05486,0.815,316709.4,0.7592,7.09E-06,0.11578,-5.6232,0.2034,131.652,0.692,42.8,11,1,5,"['deep southern trap', 'dirty south rap', 'gangster rap', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip-hop
B.G. Knocc Out,0.00146,0.671,260622,0.799333333,1.46E-05,0.3018,-4.597666667,0.182566667,142.4916667,0.645666667,35.33333333,4,0,3,"['deep g funk', 'g funk', 'west coast rap']",Rap
B.J. Thomas,0.5796,0.5318,188325.4,0.4552,0.0002308,0.1712,-11.4222,0.03588,114.762,0.6532,46,5,1,10,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",Country
B.T. Express,0.085216143,0.667285714,321295.2857,0.7,0.068941154,0.139228571,-9.395142857,0.058085714,122.7054286,0.798571429,29.71428571,0,1,14,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']",Jazz
B.o.B,0.103346591,0.703272727,243183.2273,0.691431818,1.11E-06,0.166845455,-6.178295455,0.142247727,114.5335,0.487847727,57.5,1,1,44,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",EDM
B2K,0.06792,0.8087,263143.9,0.6159,0.00017004,0.08518,-5.3376,0.10826,102.5416,0.7398,46,2,1,10,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",EDM
B5,0.277,0.76,225347,0.555,0,0.14,-4.048,0.0325,125.964,0.56,44,6,0,2,"['deep pop r&b', 'pop rap', 'urban contemporary']",Pop
BABYMETAL,0.000273,0.616,230613,0.985,0.000145,0.111,-1.598,0.0832,109.979,0.487,53,11,1,2,"['alt-idol', 'comic metal', 'idol rock', 'j-metal', 'kawaii metal']",Metal
BACK-ON,0.00535,0.469,227467,0.942,0,0.306,-2.481,0.0956,179.951,0.589,57,1,1,2,"['anime', 'anime rock', 'j-poprock', 'otacore']",Pop
BADBADNOTGOOD,0.3685,0.545666667,256098.5,0.530333333,0.560412,0.140833333,-7.5855,0.042033333,113.7628333,0.311,55.5,0,0,6,"['alternative hip hop', 'canadian modern jazz', 'escape room', 'indie soul']",Hip-hop
BAEKHYUN,0.24,0.649,227173,0.767,0,0.0929,-3.838,0.0455,149.918,0.608,77,11,0,2,['k-pop'],Pop
BAINS.,0.14,0.716,141176,0.558,1.20E-05,0.0712,-9.013,0.392,169.741,0.661,62,8,1,2,['bc underground hip hop'],Hip-hop
BANKS,0.486431429,0.505,247219.8571,0.473428571,0.021101714,0.158685714,-9.343428571,0.150971429,122.9358571,0.342142857,59,5,0,7,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'pop', 'vapor soul']",EDM
BANNERS,0.315344,0.531,211285.4,0.7374,0,0.1888,-4.9504,0.03706,119.1926,0.5324,64.4,2,1,10,"['indie poptimism', 'modern alternative rock', 'pop', 'pop rock']",Indie
BAYNK,0.56,0.805,218087,0.658,0.0133,0.124,-6.137,0.0702,114.972,0.305,55,6,1,1,"['alternative r&b', 'edm', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indie soul', 'indietronica', 'new french touch', 'tropical house', 'vapor soul', 'vapor twitch']",EDM
BBC Philharmonic,0.927333333,0.112233333,528746.6667,0.017593333,0.583333333,0.087966667,-33.20533333,0.047633333,73.25866667,0.0437,51.66666667,10,1,3,"['classic soundtrack', 'classical performance', 'orchestra', 'radio symphony']",Classical
BBC Symphony Orchestra,0.932875,0.23975,551184.75,0.2006125,0.5238125,0.264375,-18.788625,0.043425,97.74775,0.0702875,11.375,2,0,8,"['classical performance', 'orchestra', 'theme']",Classical
BENEE,0.345733333,0.757444444,199373.7778,0.574333333,1.01E-05,0.145644444,-5.792555556,0.041955556,102.2234444,0.577,73.44444444,7,1,9,"['nz pop', 'pop']",Pop
BETWEEN FRIENDS,0.516,0.273,235226,0.565,1.68E-06,0.0855,-7.283,0.248,179.518,0.298,70,2,1,2,"['indie pop', 'la pop']",Indie
BIA,0.232113333,0.757666667,171834.8333,0.684333333,5.28E-07,0.1185,-4.4555,0.187333333,110.618,0.4725,57.83333333,5,1,6,"['escape room', 'rap latina', 'trap queen']",Rap
BIGBANG,0.165583333,0.695111111,235170.8889,0.760444444,0,0.256022222,-4.674,0.067922222,121.4246667,0.486555556,60.55555556,6,1,18,"['k-pop', 'k-pop boy group']",Pop
BJ The Chicago Kid,0.347275,0.5597,252774.05,0.6382,0.019302655,0.29752,-7.17235,0.20116,107.033,0.56605,55.3,1,0,20,"['alternative r&b', 'chicago rap', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'rap', 'southern hip hop', 'underground hip hop']",Hip-hop
BLACKPINK,0.113988333,0.701666667,202893,0.78175,0.000148428,0.251883333,-4.000916667,0.0952,115.7898333,0.549416667,74.91666667,4,1,24,"['k-pop', 'k-pop girl group']",Pop
BLUE ENCOUNT,0.00222,0.517,224360,0.939,0.00237,0.0814,-2.546,0.0938,94.959,0.564,67,8,1,2,"['anime rock', 'j-pop', 'j-poprock', 'j-rock', 'japanese alternative rock']",Pop
BONES,0.354471429,0.737571429,159728.2857,0.501,0.242619857,0.131271429,-11.93128571,0.109142857,128.2264286,0.280042857,62.71428571,7,0,14,"['dark trap', 'emo rap', 'underground hip hop']",Hip-hop
BR549,0.337,0.625,150320,0.789,2.45E-05,0.11,-8.97,0.0395,165.642,0.965,40,7,1,2,"['alternative country', 'roots rock']",Country
BROCKHAMPTON,0.319608889,0.694422222,221904.6444,0.5934,0.005544076,0.21852,-7.221111111,0.123353333,111.1678222,0.537866667,64.95555556,1,1,45,"['boy band', 'hip hop', 'pop', 'rap']",Hip-hop
BRONSON,0.161,0.735,209600,0.65,0.21,0.109,-5.815,0.0737,122.048,0.122,69,6,0,1,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']",Hip-hop
BROWN & GRAY,0.0266,0.633,181594,0.782,0,0.139,-4.311,0.0345,127.991,0.542,58,2,1,2,['country pop'],Country
BTS,0.099350444,0.614798387,230765.3427,0.786451613,4.37E-05,0.202608065,-4.447471774,0.128514919,123.7954476,0.533369355,66.74193548,1,0,248,"['k-pop', 'k-pop boy group']",Pop
BUCK-TICK,0.000323,0.577,381200,0.79,0.012,0.086,-9.708,0.0311,113.036,0.458,37,8,1,2,"['j-metal', 'j-rock', 'japanese new wave', 'visual kei']",Metal
BURNOUT SYNDROMES,0.0128,0.421333333,245093.3333,0.954666667,0,0.34,-1.551333333,0.092,122.4333333,0.349333333,62.66666667,11,1,6,"['anime rock', 'otacore']",Rock
Baaba Maal,0.016,0.478,266931,0.704,0,0.09,-8.271,0.0471,149.903,0.228,56,1,0,1,"['afropop', 'desert blues', 'griot', 'musique peule', 'world']",Pop
Baauer,0.0111,0.452,196664,0.794,0.00182,0.416,-5.151,0.0483,137.825,0.282,59,0,1,2,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'escape room', 'vapor twitch']",EDM
Baba Brooks & His Band,0.76,0.875,139027,0.525,0.269,0.0733,-7.38,0.0976,129.447,0.953,22,7,1,2,['rock steady'],Rock
Babasónicos,0.259966667,0.581333333,189243.6667,0.689666667,0.001456,0.163766667,-6.934333333,0.033466667,128.5766667,0.669,63.33333333,4,0,6,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'rock en espanol']",EDM
Babatunde Olatunji,0.3492,0.593866667,284304.5333,0.7624,0.255481912,0.12804,-8.04,0.08654,132.613,0.4638,12.73333333,0,0,30,"['african percussion', 'afrobeat', 'afropop']",Pop
Babik Reinhardt,0.649,0.533,185280,0.416,0.000107,0.212,-10.977,0.0493,108.043,0.692,36,2,1,2,"['gypsy jazz', 'jazz guitar']",Jazz
Baby,0.14075,0.8255,266640,0.8865,0.0001096,0.1399,-5.23275,0.30875,132.33025,0.76225,39.5,11,1,4,"['atl hip hop', 'atl trap', 'rap']",Hip-hop
Baby Ariel,0.124,0.776,150793,0.915,1.28E-05,0.173,-7.788,0.0677,127.969,0.5,65,4,0,2,['social media pop'],Pop
Baby Bash,0.222606783,0.715608696,230589.5652,0.606,2.13E-05,0.17726087,-5.857521739,0.09613913,100.657913,0.610478261,48.69565217,8,1,23,"['chicano rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",EDM
Baby Boy,0.0362,0.853,222013,0.342,0,0.135,-11.521,0.324,90.01,0.771,44,0,1,1,"['dirty south rap', 'pop rap', 'southern hip hop']",Hip-hop
Baby Boy Da Prince,0.0147,0.88,324907,0.438,0,0.0907,-7.562,0.248,90.02,0.714,57,0,1,1,"['dirty south rap', 'pop rap', 'southern hip hop']",Hip-hop
Baby Dodds,0.54147,0.6505,196573.3333,0.421666667,0.764183333,0.1805,-20.95283333,0.131883333,107.1226667,0.567166667,4.166666667,1,1,12,"['jazz drums', 'new orleans jazz']",Jazz
Baby E,0.467,0.666,247440,0.468,0,0.25,-9.231,0.22,150.011,0.379,54,0,1,2,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'tropical']",Hip-hop
Baby G,0.128,0.722,231400,0.565,0,0.056,-5.601,0.375,118.804,0.685,44,1,1,1,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'tropical']",Hip-hop
Baby Keem,0.1759,0.79725,154487.5,0.554,0.030008425,0.26875,-7.9695,0.171775,111.28175,0.33425,67.75,1,1,8,"['hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",Hip-hop
Baby Ranks,0.14,0.88,164693,0.839,1.43E-05,0.0981,-5.911,0.102,94.032,0.512,55,9,1,2,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",Hip-hop
Baby Rasta,0.20644,0.833,299598.4,0.7268,1.01E-06,0.1838,-7.6052,0.2432,102.9378,0.5424,60.4,4,0,5,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",Hip-hop
Baby Rasta & Gringo,0.0683,0.705,327653.5,0.7495,0.085,0.338,-5.7615,0.15195,131.5435,0.831,60.75,8,1,4,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'tropical']",Hip-hop
Baby Washington,0.5445,0.56,168267,0.55,4.68E-06,0.1657,-11.296,0.0347,89.062,0.7135,31.5,1,1,4,"['beach music', 'classic soul', 'rhythm and blues', 'southern soul']",R&B
Babyface,0.246022951,0.667704918,286298.0164,0.557409836,0.017433481,0.16242459,-8.602721311,0.048978689,116.7111148,0.507688525,41.26229508,6,1,61,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",EDM
Babylon A.D.,0.00196,0.517,207293,0.855,1.08E-05,0.585,-11.031,0.0384,121.373,0.656,27,9,0,2,"['glam metal', 'hard rock', 'sleaze rock']",Metal
Baccara,0.113,0.452,272000,0.754,0,0.151,-8.347,0.0746,122.5,0.507,52,2,1,2,"['disco', 'europop', 'italian disco']",Pop
Bachman-Turner Overdrive,0.053447093,0.505888889,265229.6667,0.635555556,0.07465364,0.206492593,-12.08844444,0.0441,129.2413333,0.723814815,35.81481481,2,1,54,"['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",Country
Bacilos,0.178116667,0.726333333,259231.1667,0.772666667,1.67E-05,0.132566667,-5.109666667,0.061383333,113.3615,0.875166667,64,9,1,12,"['colombian pop', 'cumbia', 'latin', 'latin pop', 'pop', 'rock en espanol']",Pop
Backstreet Boys,0.148584644,0.643977778,234265.7556,0.710266667,8.95E-06,0.178131111,-5.718777778,0.037657778,116.0115778,0.556,53.08888889,10,0,90,"['boy band', 'dance pop', 'europop', 'pop']",EDM
Bad Bad Hats,0.0168,0.658,137947,0.833,0.221,0.101,-4.367,0.0667,149.739,0.699,55,9,1,2,['minneapolis indie'],Indie
Bad Boys Blue,0.051133333,0.674833333,260893.5,0.5595,0.007039333,0.1974,-11.51983333,0.036233333,119.1261667,0.7605,47.16666667,0,0,12,"['eurodance', 'europop', 'italian disco']",EDM
